qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.575,0.75,92.92381702479338,485180.56190150796,0.00019152419598305546,0.13340599440561174,0.0019152419598305545,148,447,73.45285961574824,144.18368631124812
0.575,0.775,81.80072859504132,425130.3109111657,0.00019241330598074956,0.12545735777787578,0.0019241330598074955,136,385,65.02845900244681,118.84881206650299
0.575,0.8,74.12915330578512,371499.5129510727,0.00019954037817419184,0.12162137675741466,0.001995403781741918,119,332,58.65624241761176,97.03828386193815
0.575,0.825,62.551552231404976,302598.41572563053,0.00020671473801806413,0.11371159893404953,0.0020671473801806414,101,275,49.53281709460605,80.44191765884727
0.575,0.85,48.496187479338836,205098.69678677633,0.00023645292846378345,0.107084385177384,0.0023645292846378343,84,220,38.77215174816287,90.73970018090357
0.575,0.875,40.90036429752065,146410.23896836292,0.00027935453548681537,0.1068910766601937,0.0027935453548681532,68,153,32.5142295012234,56.67301616480524
0.575,0.9,22.408709008264463,77107.96117560328,0.00029061472598440987,0.08069882792272236,0.0029061472598440985,43,84,18.193899227229373,57.068441359830146
0.575,0.925,13.914888471074377,34737.14109405691,0.0004005766747872939,0.07465909022871245,0.004005766747872938,32,42,11.667243661748529,27.93646638112266
0.575,0.95,0.8332731818181819,9248.621439603201,9.009701470211027e-05,0.008664607672199991,0.0009009701470211027,11,11,11.000000000000004,7.346521915217849
0.6,0.5,170.49345553719013,833362.2035077381,0.00020458505895702892,0.18676298790944537,0.002045850589570289,245,769,133.0906002124253,298.60792061535244
0.6,0.525,161.02588553719013,810298.2682642608,0.00019872421285327873,0.17888471805154366,0.0019872421285327875,238,745,126.11375008883623,288.268627745021
0.6,0.55,152.60781710743805,768069.4492477751,0.0001986901279004102,0.17413117670216116,0.0019869012790041016,228,712,119.67447941631005,269.2637505843536
0.6,0.575,145.54225867768596,715835.9571870543,0.00020331789317989577,0.17202135159040727,0.002033178931798958,219,674,114.23182512285359,246.53703035757317
0.6,0.6,141.33322446280994,667690.9884563475,0.00021167460233297738,0.17296431448308267,0.0021167460233297735,214,630,111.01250001142066,224.55876554215783
0.6,0.625,134.4191702479339,624482.3195753318,0.00021524896067408807,0.17009875569956728,0.0021524896067408807,207,588,105.80147242327261,203.91298349902445
0.6,0.65,128.5546176033058,576361.9527605609,0.00022304494074873723,0.16933238634799283,0.0022304494074873718,197,551,101.12401857204418,184.53940697408956
0.6,0.675,121.33755495867771,528840.818768321,0.00022944060037058959,0.16685251408719745,0.0022944060037058955,186,506,95.45068908908883,180.0313809022057
0.6,0.7,110.29021863636366,509832.05282765615,0.00021632656876841404,0.15446263161788595,0.0021632656876841403,175,478,87.13816149225369,169.66346720513232
0.6,0.725,101.87215020661156,467064.6076565105,0.0002181114743798583,0.14906201689166304,0.002181114743798583,165,436,80.70249093342501,149.9483567048895
0.6,0.75,90.14304491735537,413221.47774471715,0.00021814704649269118,0.1402299504762769,0.0021814704649269117,145,395,71.34635644247676,144.02495267859274
0.6,0.775,79.09570859504132,353487.37910847017,0.00022375822524280342,0.13303501561449302,0.0022375822524280343,134,336,63.04018412148254,116.3779875963361
0.6,0.8,72.77664330578514,302591.39582898706,0.0002405112779443196,0.13230118474893676,0.0024051127794431962,118,285,57.661268859654825,93.53071565177991
0.6,0.825,61.199042231404974,236627.9241619461,0.0002586298402783641,0.1258089762993767,0.0025862984027836405,100,232,48.53797973433908,80.1327915220426
0.6,0.85,47.143677479338834,172617.24704820357,0.0002731110493621411,0.11347008075775997,0.0027311104936214112,83,184,37.77896971363481,70.67912879764991
0.6,0.875,39.54785429752066,119577.35739398483,0.0003307302917492811,0.11436639974169453,0.0033073029174928107,67,123,31.520092060741266,41.59904662302908
0.6,0.9,22.408709008264463,55487.07634658453,0.0004038545636878526,0.09513074896867309,0.004038545636878526,43,63,18.193899227229373,40.66603849844678
0.6,0.925,13.914888471074377,26216.544698131976,0.0005307674459504903,0.0859393379918537,0.005307674459504903,32,33,11.667243661748529,21.518149520836264
0.6,0.95,0.8332731818181819,7678.403221506916,0.00010852167537701267,0.009509374413579644,0.0010852167537701266,11,8,11.000000000000004,6.045385107020446
0.625,0.5,163.42789710743804,753375.9320027904,0.0002169274198513057,0.18828699384514375,0.0021692741985130572,236,700,127.64712529114368,303.0288520530959
