signal_efficiency	background_efficiency	background_rejection	threshold
0.007050023169090227	0.00013974125802855556	7156.082706766917	0.9223018
0.007050023169090227	0.0001407919441791462	7102.679104477612	0.92227376
0.0070831218694145945	0.0001407919441791462	7102.679104477612	0.9222417
0.0070831218694145945	0.0001428933164803275	6998.22794117647	0.92211
0.007127253469847084	0.0001428933164803275	6998.22794117647	0.9220001
0.007127253469847084	0.00014709606108269006	6798.278571428571	0.92194104
0.007160352170171452	0.00014709606108269006	6798.278571428571	0.92189777
0.007160352170171452	0.0001481467472332807	6750.063829787234	0.9218727
0.0071713850702795736	0.0001481467472332807	6750.063829787234	0.92186356
0.0071713850702795736	0.00014919743338387133	6702.528169014085	0.92181474
0.00729274697146892	0.00014919743338387133	6702.528169014085	0.9215731
0.00729274697146892	0.000150248119534462	6655.657342657342	0.9215728
0.007303779871577043	0.000150248119534462	6655.657342657342	0.92154765
0.007303779871577043	0.00015129880568505262	6609.4375	0.92153704
0.007369977272225777	0.00015129880568505262	6609.4375	0.9214418
0.007369977272225777	0.00015234949183564326	6563.855172413793	0.9214408
0.007403075972550145	0.00015234949183564326	6563.855172413793	0.9214057
0.007403075972550145	0.00015340017798623392	6518.897260273972	0.9214041
0.007546503673955736	0.00015340017798623392	6518.897260273972	0.9211861
0.007546503673955736	0.00015445086413682456	6474.551020408163	0.9211546
0.007568569474171981	0.00015445086413682456	6474.551020408163	0.92112017
0.007579602374280103	0.0001555015502874152	6430.804054054054	0.9211141
0.007579602374280103	0.00015655223643800583	6387.644295302014	0.92110133
0.007590635274388226	0.00015655223643800583	6387.644295302014	0.92109
0.007590635274388226	0.0001576029225885965	6345.0599999999995	0.92104036
0.0076127010746044705	0.0001576029225885965	6345.0599999999995	0.92102426
0.0076127010746044705	0.00015865360873918712	6303.039735099338	0.9210212
0.007667865575145083	0.00015865360873918712	6303.039735099338	0.92087597
0.007667865575145083	0.00015970429488977776	6261.572368421053	0.9208477
0.007711997175577572	0.00015970429488977776	6261.572368421053	0.92079175
0.007711997175577572	0.00016075498104036842	6220.647058823529	0.9206999
0.007844391976875042	0.00016075498104036842	6220.647058823529	0.92052114
0.007844391976875042	0.0001628563533415497	6140.380645161291	0.92049813
0.007855424876983165	0.0001628563533415497	6140.380645161291	0.9204551
0.007855424876983165	0.00016390703949214035	6101.0192307692305	0.92042744
