model	false_positive_rate	true_positive_rate	threshold	weighting
bdt	0.5064731141319567	0.8420075974626516	0.4539281129837036	development_hierarchical_weight
bdt	0.5085457855195934	0.8432080335784351	0.45207953453063965	development_hierarchical_weight
bdt	0.5101481308076623	0.8443790734284894	0.45052945613861084	development_hierarchical_weight
bdt	0.5192530276049906	0.8453979575430816	0.44906875491142273	development_hierarchical_weight
bdt	0.5202754295459248	0.8465140671244062	0.44714465737342834	development_hierarchical_weight
bdt	0.5231322608454606	0.8477470817021694	0.44581541419029236	development_hierarchical_weight
bdt	0.5247651095942083	0.8485873036199714	0.4441494941711426	development_hierarchical_weight
bdt	0.5294922428366742	0.8505053161402196	0.4427691102027893	development_hierarchical_weight
bdt	0.5304087883161975	0.8524412158968684	0.4414447247982025	development_hierarchical_weight
bdt	0.533430086932655	0.8532930209901815	0.4396122992038727	development_hierarchical_weight
bdt	0.5352191366350594	0.8543932251464437	0.4380331337451935	development_hierarchical_weight
bdt	0.5365496849831665	0.8556809035167326	0.4363911747932434	development_hierarchical_weight
bdt	0.539062897686602	0.8578274553084065	0.4350681006908417	development_hierarchical_weight
bdt	0.5401988703158277	0.8592634745367417	0.43361255526542664	development_hierarchical_weight
bdt	0.5412067023495353	0.8605459271824096	0.43235477805137634	development_hierarchical_weight
bdt	0.5433927243747523	0.8623496292060058	0.43069952726364136	development_hierarchical_weight
bdt	0.547807151412199	0.8631738017883741	0.4290279746055603	development_hierarchical_weight
bdt	0.5496216016856975	0.8641394558228411	0.4275531470775604	development_hierarchical_weight
bdt	0.550385957711846	0.8657690510752971	0.4257577657699585	development_hierarchical_weight
bdt	0.5536288539522577	0.8676140471391683	0.424176424741745	development_hierarchical_weight
bdt	0.5710928831577355	0.8681396221484831	0.4226905405521393	development_hierarchical_weight
bdt	0.5729001417552192	0.8695610986789316	0.42087897658348083	development_hierarchical_weight
bdt	0.5750467888917101	0.8706310539253796	0.4190853238105774	development_hierarchical_weight
bdt	0.5781480011959156	0.8713094407802798	0.41756710410118103	development_hierarchical_weight
bdt	0.5799159509629925	0.8729223706192993	0.4162110984325409	development_hierarchical_weight
bdt	0.5807988761427084	0.8741276542453168	0.4146762490272522	development_hierarchical_weight
bdt	0.5837481446997635	0.8757047912211378	0.4132322371006012	development_hierarchical_weight
bdt	0.5870128306326898	0.8770333829143612	0.4116670489311218	development_hierarchical_weight
bdt	0.5885915870289004	0.8787693518974319	0.41015034914016724	development_hierarchical_weight
bdt	0.589731639176084	0.879584095632341	0.40881192684173584	development_hierarchical_weight
bdt	0.5915131897862481	0.8809436548400928	0.4070935845375061	development_hierarchical_weight
bdt	0.5936163813897992	0.8819841000834971	0.4055033028125763	development_hierarchical_weight
bdt	0.5956031877512366	0.8831735713345499	0.4039406478404999	development_hierarchical_weight
bdt	0.5994434005057083	0.8839030685013002	0.4021780788898468	development_hierarchical_weight
bdt	0.6049681329817397	0.8852389955388533	0.4006543755531311	development_hierarchical_weight
bdt	0.6066658988496115	0.8872149082891709	0.39916762709617615	development_hierarchical_weight
bdt	0.6081488476485268	0.888200302425538	0.3976605534553528	development_hierarchical_weight
bdt	0.6093802920887088	0.8891652314159219	0.39634817838668823	development_hierarchical_weight
bdt	0.6125606579175504	0.8905142573334923	0.39500272274017334	development_hierarchical_weight
bdt	0.6143385721160385	0.8918032669423485	0.3935564160346985	development_hierarchical_weight
bdt	0.6170894332048222	0.8925576086905652	0.39195504784584045	development_hierarchical_weight
bdt	0.6233980847095323	0.8934449285117132	0.390624076128006	development_hierarchical_weight
bdt	0.6256400115162374	0.8942160074639592	0.38885265588760376	development_hierarchical_weight
bdt	0.6283004560183657	0.8961226820050674	0.38711440563201904	development_hierarchical_weight
bdt	0.6298478020006273	0.8971086757597702	0.3854701817035675	development_hierarchical_weight
bdt	0.6316276485959066	0.8983848990231125	0.3837760090827942	development_hierarchical_weight
bdt	0.6366509634307858	0.8990303287114122	0.382174015045166	development_hierarchical_weight
