checkpoint	checkpoint_root	relative_path	bytes	sha256	artifact_kind	rows	columns	inspection
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	baseline_metrics.tsv	2665	ef5bbe041e81ec4a162cbc9b3bf2ec37ead753a7a4e57b5f5f7ba8ea9b0fd2e0	tsv	4	30	columns=baseline,operating_threshold,weighted_auc,unweighted_auc,selected_signal_rows,selected_background_rows,selected_transferred_qcd_rows,selected_direct_qcd_closure_rows,signal_yield,background_yield,signal_over_background,signal_over_sqrt_background,asimov_ZA,background_effective_events,signal_effective_events,transferred_qcd_prediction,direct_qcd_secondary_truth,score_domain_qcd_relative_nonclosure,score_domain_factor_envelope_low,score_domain_factor_envelope_high,score_domain_direct_truth_covered_by_factor_envelope,multijet_systematic_absolute,multijet_systematic_relative_to_total_background,systematic_aware_asimov_ZA,bootstrap_replicates,bootstrap_mean_ZA,bootstrap_standard_deviation_ZA,bootstrap_median_ZA,bootstrap_p16_ZA,bootstrap_p84_ZA
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	earlier_snapshot_comparison.tsv	1361	97b089e422b30f80925ad42254a44cbf12c15ea7cc1b18e00868bc8d4c5a3749	tsv	13	7	columns=baseline,metric,earlier_snapshot,current_reestablished,absolute_change,relative_change,material_absolute_or_relative_change
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	model_artifact_manifest.tsv	1393	3b490c80d496c19d7cc1ab9039b4f920b6545fa833fcd616ba2faf6424d3b0e0	tsv	15	4	columns=model,fold,path,sha256
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/bdt_fold0.json	1295206	57f2107c141dc5f8d95cf378e4ff3800886f67520fa63374e16a6169752d6f7a	json			json_keys=learner,version
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/bdt_fold1.json	1316451	bfa0112d98b59f35c10a558686afeba1706b2789cfb5f0ed1c5f9381f20a2a41	json			json_keys=learner,version
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/bdt_fold2.json	1283928	4563a04f27413a2e3a6ba6d0efc37437cb59f118064e40ee1c575839d3887db3	json			json_keys=learner,version
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/bdt_fold3.json	1299417	3cd8e43da816b3faee87b02e2bf195d2fa96aa85ce28af0b12f85b4fbc2581c4	json			json_keys=learner,version
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/bdt_fold4.json	1308002	89e7f3f54e0860115612044ca79443dfc731d67c526e38f0aa2f60ca0d16e12e	json			json_keys=learner,version
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/dense_dnn_fold0.pt	64416	e7bad9dac777422152a36dd9aa8a6ce25df059eafdd1e5e0910082f96e366425	pt			torch_keys=epochs,features,fold,model_state_dict,scaler_mean,scaler_scale,seed
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/dense_dnn_fold1.pt	64416	defb2de691ef9ec10b941a73468a40f683d67f56d3440a8f4018435b94152599	pt			torch_keys=epochs,features,fold,model_state_dict,scaler_mean,scaler_scale,seed
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/dense_dnn_fold2.pt	64480	425c28fce41a7ad19dab20297d45fc4e46305b75630430786632b838f14c6892	pt			torch_keys=epochs,features,fold,model_state_dict,scaler_mean,scaler_scale,seed
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/dense_dnn_fold3.pt	64480	062ae4b6e2c87f0b425a5b21fc338dd211f062f3c329421dfb3484273a9167a9	pt			torch_keys=epochs,features,fold,model_state_dict,scaler_mean,scaler_scale,seed
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/dense_dnn_fold4.pt	64480	dfe2c1eeda916f549e649e1edced7ae5affd54007bef38c6250c583284ded000	pt			torch_keys=epochs,features,fold,model_state_dict,scaler_mean,scaler_scale,seed
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/lbn_dnn_fold0.pt	91402	a7fb72ec34a6d1ab9a477ea903e5169a0a3d855e96aa4fb29c7941a7b89e2b64	pt			torch_keys=epochs,fold,mode,model_state_dict,n_combos,scaler_mean,scaler_scale,seed,topology_features
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/lbn_dnn_fold1.pt	91402	d8e421635e10867ba3f1e74e0cb1b81bdf5bc56ec48565b44bfa03c68b9c6d52	pt			torch_keys=epochs,fold,mode,model_state_dict,n_combos,scaler_mean,scaler_scale,seed,topology_features
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/lbn_dnn_fold2.pt	91402	cdccd6ec51ed90f06b8f949fced4d1d4c4709e1370dd053de684abdf91f16249	pt			torch_keys=epochs,fold,mode,model_state_dict,n_combos,scaler_mean,scaler_scale,seed,topology_features
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/lbn_dnn_fold3.pt	91402	0c8956e32bc84361933d7ea9b8ccd45ce8417b8dc67fe8e0937ddfa56d699b86	pt			torch_keys=epochs,fold,mode,model_state_dict,n_combos,scaler_mean,scaler_scale,seed,topology_features
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	models/lbn_dnn_fold4.pt	91402	ff62b2f25311e65c0c6bb0ea389e428d450908640adbafd99be778411e5b76a3	pt			torch_keys=epochs,fold,mode,model_state_dict,n_combos,scaler_mean,scaler_scale,seed,topology_features
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	predictions/train_fourb_oof_scores.parquet	932394	3155a6fb8a72e6000601db6f4010ab9d9f72c03550170e99f7ee49d892062ef0	parquet	30705	15	columns=registry_group_id,registry_member_index,registry_oof_fold,registry_training_target,registry_sample_class,registry_process_or_mode,development_hierarchical_weight,run2_candidate_physical_weight,population_kind,transport_id,event,cut_score,bdt_score,dense_dnn_score,lbn_dnn_score
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	predictions/train_primary_projection_oof_scores.parquet	953287	38a79d063d7c1996c56f29a036fa87d92295fa8ee69b783d3eef2ee5dd30a8fc	parquet	31225	16	columns=registry_group_id,registry_member_index,registry_oof_fold,registry_training_target,registry_sample_class,registry_process_or_mode,analysis_population_role,primary_projection_physical_weight_inclusive,run2_candidate_physical_weight,population_kind,transport_id,event,cut_score,bdt_score,dense_dnn_score,lbn_dnn_score
c7t	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7t_reestablished_train_baselines_20260802_v1	summary.json	7734	e757db83454df10bbf40aa940458df0b7e6cd882dc6d819fdc1c9737563d344c	json			json_keys=created_utc,earlier_snapshot_material_change_count,evaluation_method,full_run2_prediction,input_checkpoint,material_change_drivers,metrics,model_order,next_gate,runtime,schema_version,split,status,target_weighted_signal_efficiency,test_metrics_reported,test_or_evaluation_payload_files_opened,validation_metrics_reported,validation_payload_files_opened
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	COMPLETE	56	1d6c6c017f8a0443dd31f2385045f842a56bda527aa898f209e3685bc1520f43	marker			text_lines=1
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	README.md	246	d00beba31ec8054d3145a95b4befdadeca86ceb19887509f8fffef5c247b1d39	md			text_lines=3
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	RUN_CONTRACT.txt	269	e473cd6e742e9afca9202c0b277b3f75a98117bc30b82388a61ec6744332f43c	txt			text_lines=1
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	SHA256SUMS	846	31bad707918b9b485292e8e70a82962ffba5a2528548f3c258394c4a55adb19f	checksum_manifest	9	2	parsed and every listed member independently verified
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	earlier_snapshot_metric_comparison.tsv	1361	97b089e422b30f80925ad42254a44cbf12c15ea7cc1b18e00868bc8d4c5a3749	tsv	13	7	columns=baseline,metric,earlier_snapshot,current_reestablished,absolute_change,relative_change,material_absolute_or_relative_change
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	material_change_findings.tsv	1447	0e68f1961da44093458ba1e191ae5de8cd82ea6dbb4ac7c619e83223c94512bf	tsv	7	3	columns=finding,evidence,interpretation
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	score_domain_transfer_and_systematic.tsv	1338	a6d52828c9ddc7446a7b432e888bd90860e0fbe4f31adb7c41f1cc62e83a4d5c	tsv	4	14	columns=baseline,operating_threshold,selected_background_yield,transferred_qcd_prediction,transferred_qcd_fraction_of_background,direct_qcd_secondary_truth,direct_qcd_relative_nonclosure,factor_envelope_low,factor_envelope_high,direct_truth_covered_by_factor_envelope,multijet_systematic_absolute,multijet_systematic_relative_to_background,nominal_asimov_ZA,systematic_aware_asimov_ZA
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	selected_process_composition.tsv	10463	550eb7b9b8d465640966b5f102b5fa919c186d3442fdee2e9e3d0d2f2c156ca8	tsv	88	10	columns=baseline,sample_class,population_kind,process_or_mode,selected_rows,selected_sources,physical_yield,physical_sumw2,physical_effective_events,fraction_of_selected_class_yield
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	summary.json	3444	14cd8feb3d47c774ed1ceb4392ec4a33f07a8e3b3744c01303a0bf187453b681	json			json_keys=created_utc,current_baseline_checkpoint,current_direct_qcd_fourb_rows,current_model_rows,current_source_members,earlier_direct_qcd_fourb_rows,earlier_model_rows,earlier_numeric_snapshot_role,earlier_population_checkpoint,earlier_source_members,findings,full_run2_prediction,model_order,next_gate,nominal_transfer_factor,nominal_transfer_factor_relative_statistical_uncertainty,non_qcd_background_rows_both,qcd_development_mean_row_weight_amplification,schema_version,signal_rows_both,split,status,test_metrics_reported,test_or_evaluation_payload_files_opened,validation_metrics_reported,validation_payload_files_opened
c7u	/uscms_data/d3/iturkmen/hh4b_delphes/harvest_checkpoints/pn_c7u_reestablished_baseline_changes_20260802_v1	train_population_and_weight_comparison.tsv	1332	98bf0ea34b06e4b9c54772fac8de1a811fbec4021b8f3111994dc88c5607aabe	tsv	9	8	columns=category,quantity,earlier_frozen_train_population,current_441_source_population,absolute_change,relative_change,unit,interpretation
