row,event_id,split,ww_mode,n_jets,target_pos_0,target_pos_1
958,2134,0,4,3,1,2
959,2137,0,0,3,0,1
960,2139,0,1,6,1,4
961,2141,1,1,8,1,3
962,2149,0,0,3,0,2
963,2152,0,1,8,0,2
964,2153,0,1,8,0,2
965,2156,1,1,6,2,3
966,2158,0,2,7,3,6
967,2162,0,1,4,1,3
968,2163,0,0,4,0,3
969,2172,0,1,4,1,2
970,2177,0,1,8,0,4
971,2178,0,1,6,0,3
972,2179,0,1,7,0,4
973,2181,1,1,7,2,4
974,2182,0,0,4,1,2
975,2183,0,1,7,3,6
976,2184,0,0,4,0,1
977,2186,1,4,7,0,4
978,2188,0,0,4,1,3
979,2192,0,1,3,1,0
980,2193,0,2,2,0,1
981,2194,0,1,7,0,3
982,2196,1,1,7,2,4
983,2199,0,4,5,1,3
984,2201,1,3,6,1,3
985,2202,0,4,7,3,2
986,2206,1,1,6,1,4
987,2207,0,4,5,0,1
988,2208,0,1,8,3,7
989,2209,0,0,4,0,1
990,2211,1,0,6,1,3
991,2212,0,1,9,1,6
992,2213,0,1,4,2,3
993,2214,0,0,5,0,3
994,2217,0,4,3,0,1
995,2218,0,0,6,1,5
996,2223,0,0,7,1,5
997,2226,1,0,3,0,1
998,2227,0,0,6,1,2
999,2228,0,1,6,0,1
1000,2233,0,1,5,0,1
1001,2236,1,1,5,1,2
1002,2238,0,2,6,0,4
1003,2239,0,0,7,1,2
1004,2242,0,0,6,0,4
1005,2243,0,1,3,1,2
1006,2246,1,4,5,0,3
1007,2247,0,1,4,0,3
1008,2248,0,1,6,1,2
1009,2251,1,0,8,0,1
1010,2252,0,1,6,3,5
1011,2253,0,1,4,0,1
1012,2256,1,2,7,4,6
1013,2258,0,0,4,0,1
1014,2259,0,4,6,1,2
1015,2261,1,0,4,1,3
1016,2262,0,1,7,0,2
1017,2264,0,0,6,1,2
1018,2267,0,3,6,2,3
1019,2269,0,1,7,0,6
1020,2272,0,2,5,2,1
1021,2274,0,5,9,0,5
1022,2276,1,0,8,3,4
1023,2279,0,0,5,1,2
1024,2287,0,0,4,0,1
1025,2288,0,0,5,1,2
1026,2292,0,4,7,4,6
1027,2293,0,2,3,0,1
1028,2294,0,4,5,0,2
1029,2296,1,0,7,3,4
1030,2297,0,3,6,2,3
1031,2298,0,2,4,1,3
1032,2301,1,1,6,0,2
1033,2307,0,0,5,1,3
1034,2309,0,3,5,0,3
1035,2312,0,0,4,2,3
1036,2314,0,0,13,8,11
1037,2316,1,1,8,0,3
1038,2317,0,1,4,1,2
1039,2322,0,2,5,0,4
1040,2324,0,0,2,0,1
1041,2327,0,1,5,0,1
1042,2328,0,3,8,0,4
1043,2331,1,4,4,1,2
1044,2332,0,1,8,1,5
1045,2333,0,5,5,0,3
1046,2336,1,2,5,1,0
1047,2337,0,1,6,1,2
1048,2339,0,1,4,0,1
1049,2341,1,3,7,1,3
1050,2343,0,1,8,3,5
1051,2346,1,0,5,0,2
1052,2347,0,1,3,0,2
1053,2348,0,3,11,3,2
1054,2351,1,2,6,1,4
1055,2352,0,0,4,1,2
1056,2353,0,1,7,4,6
1057,2354,0,3,7,1,2
1058,2356,1,0,4,0,2
1059,2357,0,4,5,0,1
1060,2359,0,1,5,0,3
1061,2364,0,1,4,0,2
1062,2369,0,1,4,0,2
1063,2373,0,1,4,0,2
1064,2378,0,3,8,2,1
1065,2379,0,0,5,2,3
1066,2381,1,1,9,4,8
1067,2383,0,0,9,6,7
1068,2386,1,4,7,3,5
1069,2387,0,1,10,2,7
1070,2388,0,2,4,2,0
1071,2392,0,0,4,0,3
1072,2393,0,1,5,0,3
1073,2394,0,0,5,2,3
1074,2397,0,0,4,1,2
1075,2399,0,0,7,4,5
1076,2401,1,1,4,0,3
1077,2402,0,0,7,2,4
1078,2403,0,1,4,0,2
1079,2404,0,1,4,0,2
1080,2407,0,1,5,2,0
1081,2412,0,3,6,0,4
1082,2414,0,0,5,2,4
1083,2416,1,2,4,0,2
1084,2417,0,0,8,1,2
1085,2419,0,3,7,3,4
1086,2421,1,0,5,2,1
1087,2422,0,0,5,1,4
1088,2423,0,2,4,2,3
1089,2424,0,1,6,0,3
1090,2426,1,1,5,1,3
1091,2433,0,0,5,1,2
1092,2434,0,1,7,0,4
1093,2436,1,0,4,0,3
1094,2437,0,1,6,5,2
1095,2442,0,2,6,1,2
1096,2443,0,1,5,0,4
1097,2446,1,3,6,2,3
1098,2448,0,0,7,1,3
1099,2451,1,1,6,1,3
1100,2452,0,1,6,0,2
1101,2453,0,3,3,0,1
1102,2456,1,1,7,1,5
1103,2457,0,1,5,0,3
1104,2458,0,1,5,0,2
1105,2459,0,0,6,0,4
1106,2464,0,0,8,1,2
1107,2466,1,1,5,0,4
1108,2468,0,0,5,2,1
1109,2469,0,2,4,0,3
1110,2472,0,0,5,0,2
1111,2473,0,1,6,1,2
1112,2474,0,2,8,2,1
1113,2483,0,0,7,0,5
1114,2484,0,4,6,4,3
1115,2486,1,1,7,1,3
1116,2488,0,0,7,2,5
1117,2489,0,1,6,5,4
1118,2492,0,0,4,0,1
1119,2493,0,0,7,0,5
1120,2494,0,1,7,0,3
1121,2497,0,5,6,0,2
1122,2498,0,0,4,0,2
1123,2502,0,1,3,0,1
1124,2504,0,1,7,3,5
1125,2507,0,0,3,0,2
1126,2509,0,1,4,1,2
1127,2512,0,1,4,0,2
1128,2513,0,2,8,2,7
1129,2514,0,3,9,0,3
1130,2516,1,1,8,2,6
1131,2517,0,1,8,1,5
1132,2518,0,1,7,1,2
1133,2519,0,0,4,2,3
1134,2521,1,0,7,0,2
1135,2522,0,1,4,2,1
1136,2524,0,5,2,0,1
1137,2526,1,0,4,0,2
1138,2529,0,3,5,0,2
1139,2533,0,5,8,4,5
1140,2534,0,4,4,0,1
1141,2536,1,1,4,0,2
1142,2537,0,0,5,2,3
1143,2542,0,0,9,3,4
1144,2543,0,3,5,1,2
1145,2548,0,1,5,1,4
1146,2549,0,1,5,0,3
1147,2551,1,0,7,2,4
1148,2552,0,0,4,1,2
1149,2554,0,1,8,0,3
1150,2556,1,0,11,1,4
1151,2558,0,1,5,0,2
1152,2561,1,1,5,2,4
1153,2563,0,1,6,0,1
1154,2568,0,1,9,1,4
1155,2571,1,0,7,1,2
1156,2572,0,1,3,0,2
1157,2573,0,5,4,0,3
1158,2576,1,3,6,0,4
1159,2578,0,0,7,3,4
1160,2579,0,0,11,1,8
1161,2583,0,4,7,2,3
1162,2587,0,0,8,3,7
1163,2588,0,1,5,1,2
1164,2593,0,0,8,1,5
1165,2594,0,4,6,0,2
1166,2596,1,1,6,4,3
1167,2598,0,0,8,1,2
1168,2599,0,1,6,0,4
1169,2601,1,1,5,0,3
1170,2607,0,0,5,2,0
1171,2608,0,5,8,4,7
1172,2609,0,2,3,0,2
1173,2611,1,1,7,0,2
1174,2613,0,0,5,2,3
1175,2616,1,0,3,0,2
1176,2617,0,1,4,0,3
1177,2618,0,0,7,0,4
1178,2619,0,1,6,0,4
1179,2622,0,0,6,1,2
1180,2624,0,0,3,2,1
1181,2626,1,1,4,1,0
1182,2627,0,2,6,0,3
1183,2629,0,1,7,1,3
1184,2631,1,0,7,3,6
1185,2633,0,1,3,0,1
1186,2637,0,0,6,0,3
1187,2643,0,0,8,1,6
1188,2648,0,1,4,0,1
1189,2651,1,0,5,0,1
1190,2653,0,0,7,1,2
1191,2654,0,1,6,1,4
1192,2657,0,1,6,0,3
1193,2658,0,1,7,0,1
1194,2663,0,1,5,2,3
1195,2664,0,0,4,0,2
1196,2666,1,1,6,2,1
1197,2667,0,1,8,0,3
1198,2668,0,1,9,0,8
1199,2669,0,0,5,0,4
1200,2671,1,0,4,0,3
1201,2673,0,1,4,1,3
1202,2678,0,1,5,0,1
1203,2681,1,1,10,0,6
1204,2682,0,0,5,3,4
1205,2684,0,1,7,0,4
1206,2686,1,1,5,1,3
1207,2687,0,1,6,3,2
1208,2688,0,4,4,1,3
1209,2691,1,0,6,2,0
1210,2699,0,0,6,1,2
1211,2702,0,1,4,0,1
1212,2703,0,3,10,4,7
1213,2707,0,2,5,3,4
1214,2712,0,1,3,0,1
1215,2713,0,1,6,2,3
1216,2714,0,0,4,1,2
1217,2716,1,1,3,0,1
1218,2717,0,1,5,3,2
1219,2718,0,0,6,1,2
1220,2719,0,5,5,0,3
1221,2722,0,5,6,0,2
1222,2723,0,0,5,2,3
1223,2724,0,0,6,1,2
1224,2726,1,2,7,2,4
1225,2728,0,2,3,1,2
1226,2729,0,0,4,1,2
1227,2732,0,2,5,1,3
1228,2733,0,0,3,0,1
1229,2736,1,0,6,0,2
1230,2737,0,0,6,2,4
1231,2738,0,1,6,0,1
1232,2739,0,0,7,1,0
1233,2741,1,1,5,0,1
1234,2742,0,2,8,2,4
1235,2743,0,0,4,1,2
1236,2744,0,0,5,0,3
1237,2746,1,1,7,0,1
1238,2748,0,1,6,4,1
1239,2751,1,2,4,0,3
1240,2753,0,1,5,2,4
1241,2754,0,1,6,1,3
1242,2756,1,1,4,0,2
1243,2757,0,0,5,2,3
1244,2762,0,0,6,0,3
1245,2766,1,1,5,0,4
1246,2767,0,1,6,1,4
1247,2771,1,0,4,0,1
1248,2772,0,2,8,3,4
1249,2774,0,0,5,1,2
1250,2777,0,0,6,2,3
1251,2779,0,1,10,0,6
1252,2782,0,1,9,1,6
1253,2783,0,1,5,0,2
1254,2786,1,0,7,1,0
1255,2789,0,1,7,3,2
1256,2791,1,3,5,0,3
1257,2794,0,0,4,0,3
1258,2796,1,0,7,1,4
1259,2801,1,1,9,6,7
1260,2804,0,1,6,0,1
1261,2806,1,0,7,3,1
1262,2809,0,1,5,0,2
1263,2811,1,4,7,1,3
1264,2814,0,0,3,0,2
1265,2817,0,1,6,0,2
1266,2821,1,2,7,0,4
1267,2822,0,0,5,0,1
1268,2823,0,4,5,0,1
1269,2824,0,0,7,1,0
1270,2826,1,2,5,2,3
1271,2828,0,2,9,4,6
1272,2829,0,1,5,0,1
1273,2831,1,1,5,1,0
1274,2832,0,4,9,2,5
1275,2833,0,1,6,1,2
1276,2834,0,1,8,1,2
1277,2837,0,0,4,0,1
1278,2839,0,0,8,3,4
1279,2841,1,4,4,0,1
1280,2844,0,4,5,0,2
1281,2847,0,1,6,3,5
1282,2849,0,0,6,0,5
1283,2854,0,1,12,0,2
1284,2858,0,0,4,1,2
1285,2861,1,1,9,1,8
1286,2863,0,0,3,0,1
1287,2864,0,1,6,0,4
1288,2866,1,5,4,0,1
1289,2868,0,1,7,2,3
1290,2869,0,1,6,1,3
1291,2872,0,1,4,1,0
1292,2873,0,1,9,1,6
1293,2874,0,1,6,0,1
1294,2877,0,2,4,1,2
1295,2879,0,0,4,0,3
1296,2881,1,0,10,2,6
1297,2882,0,0,4,0,1
1298,2884,0,1,6,0,3
1299,2886,1,1,5,0,3
1300,2887,0,3,5,1,3
1301,2889,0,5,8,1,3
1302,2891,1,1,7,1,2
1303,2893,0,0,10,1,6
1304,2896,1,0,3,0,2
1305,2897,0,1,8,1,6
1306,2899,0,3,6,1,2
1307,2901,1,1,9,3,5
1308,2902,0,1,6,0,1
1309,2903,0,1,7,2,4
1310,2904,0,0,4,0,2
1311,2906,1,1,5,1,3
1312,2908,0,0,7,4,5
1313,2909,0,4,4,0,1
1314,2913,0,1,4,0,1
1315,2916,1,0,7,0,6
1316,2921,1,3,5,0,2
1317,2924,0,1,6,1,2
1318,2926,1,1,7,0,6
1319,2927,0,0,5,0,4
1320,2929,0,1,7,2,5
1321,2933,0,1,8,2,3
1322,2934,0,0,3,2,0
1323,2936,1,0,5,0,3
1324,2943,0,0,5,0,3
1325,2944,0,1,9,0,1
1326,2946,1,1,5,0,4
1327,2947,0,3,9,5,6
1328,2952,0,1,6,0,3
1329,2954,0,1,5,1,3
1330,2956,1,1,7,0,2
1331,2957,0,0,5,1,2
1332,2958,0,1,5,1,2
1333,2961,1,0,5,4,3
1334,2962,0,1,4,0,1
1335,2963,0,0,7,2,5
1336,2966,1,1,5,1,0
1337,2967,0,0,4,0,1
1338,2968,0,0,5,0,2
1339,2969,0,1,6,0,3
1340,2971,1,1,5,1,2
1341,2972,0,0,7,4,6
1342,2977,0,1,5,2,3
1343,2979,0,1,10,0,3
1344,2982,0,0,4,0,1
1345,2984,0,1,7,2,5
1346,2987,0,1,3,1,2
1347,2989,0,1,7,0,5
1348,2991,1,0,6,2,4
1349,2992,0,1,5,0,1
1350,2994,0,1,5,0,3
1351,2996,1,0,4,1,3
1352,2997,0,1,6,0,3
1353,3001,1,1,6,0,1
1354,3002,0,4,5,0,1
1355,3008,0,0,3,1,0
1356,3009,0,0,5,0,2
1357,3011,1,1,6,1,2
1358,3012,0,1,6,2,3
1359,3014,0,0,9,0,5
1360,3016,1,4,3,0,2
1361,3017,0,0,5,3,2
1362,3018,0,0,7,0,2
1363,3019,0,1,4,1,3
1364,3023,0,1,8,1,3
1365,3024,0,5,4,0,1
1366,3027,0,1,7,1,3
1367,3028,0,0,10,3,6
1368,3031,1,1,6,2,5
1369,3032,0,3,4,1,3
1370,3033,0,0,8,0,4
1371,3037,0,1,5,0,3
1372,3038,0,0,4,1,0
1373,3042,0,0,7,1,4
1374,3043,0,0,6,2,4
1375,3044,0,0,4,1,2
1376,3051,1,1,5,1,0
1377,3054,0,1,7,2,4
1378,3056,1,1,3,0,2
1379,3057,0,1,5,0,1
1380,3058,0,1,9,0,4
1381,3059,0,1,7,2,1
1382,3061,1,4,7,1,0
1383,3062,0,1,4,0,1
1384,3063,0,0,3,1,2
1385,3067,0,1,7,2,4
1386,3068,0,4,5,2,4
1387,3069,0,1,7,2,3
1388,3072,0,1,6,1,5
1389,3073,0,3,4,0,2
1390,3074,0,1,5,0,3
1391,3076,1,1,6,3,2
1392,3078,0,1,7,3,4
1393,3081,1,1,4,0,2
1394,3087,0,0,4,0,3
1395,3091,1,1,6,0,4
1396,3092,0,1,4,1,3
1397,3093,0,0,3,0,1
1398,3096,1,1,8,0,2
1399,3098,0,3,4,0,2
1400,3099,0,1,4,0,3
1401,3101,1,0,5,2,3
1402,3104,0,1,6,2,5
1403,3106,1,1,4,0,3
1404,3108,0,0,6,2,1
1405,3109,0,3,7,4,5
1406,3111,1,1,7,0,1
1407,3114,0,1,7,1,2
1408,3117,0,5,6,1,4
1409,3118,0,0,5,0,4
1410,3119,0,1,3,1,2
1411,3121,1,0,6,4,2
1412,3122,0,3,4,1,3
1413,3123,0,1,8,5,4
1414,3126,1,1,4,0,1
1415,3133,0,3,6,4,5
1416,3138,0,0,4,1,2
1417,3139,0,0,7,0,5
1418,3142,0,0,5,0,1
1419,3146,1,2,5,0,1
1420,3147,0,2,4,0,2
1421,3149,0,1,4,1,3
1422,3154,0,1,6,1,2
1423,3156,1,1,4,1,0
1424,3157,0,3,7,5,3
1425,3158,0,3,4,0,1
1426,3159,0,1,9,2,8
1427,3161,1,2,5,1,3
1428,3163,0,1,5,1,4
1429,3164,0,0,4,0,3
1430,3166,1,1,7,2,3
1431,3168,0,0,7,1,4
1432,3172,0,0,6,0,2
1433,3173,0,2,11,1,2
1434,3174,0,0,6,1,2
1435,3177,0,4,7,1,2
1436,3179,0,0,8,0,3
1437,3183,0,1,6,0,4
1438,3184,0,1,5,4,0
1439,3187,0,3,5,1,2
1440,3189,0,4,5,0,3
1441,3191,1,4,6,0,3
1442,3193,0,0,6,1,5
1443,3194,0,1,8,1,5
1444,3197,0,1,6,0,2
1445,3198,0,4,6,1,5
1446,3199,0,3,5,1,0
1447,3202,0,0,6,1,3
1448,3204,0,4,7,0,1
1449,3206,1,0,5,1,2
1450,3207,0,0,5,1,0
1451,3212,0,0,4,1,0
1452,3213,0,1,4,0,2
1453,3216,1,4,6,2,5
1454,3217,0,1,6,1,2
1455,3219,0,1,6,1,3
1456,3221,1,1,5,0,2
1457,3222,0,2,4,0,2
1458,3223,0,0,4,0,2
1459,3226,1,0,5,0,1
1460,3229,0,1,7,0,4
1461,3234,0,0,7,2,1
1462,3236,1,3,4,1,0
1463,3237,0,1,5,0,4
1464,3244,0,3,7,0,4
1465,3246,1,0,6,2,4
1466,3248,0,0,5,3,2
1467,3249,0,0,3,0,1
1468,3253,0,2,9,0,3
1469,3262,0,1,6,0,4
1470,3263,0,1,5,1,2
1471,3264,0,1,6,1,3
1472,3266,1,0,4,1,2
1473,3268,0,1,3,0,1
1474,3271,1,1,6,1,3
1475,3273,0,1,8,5,3
1476,3276,1,4,3,0,1
1477,3277,0,1,4,0,3
1478,3281,1,0,5,0,2
1479,3282,0,2,6,2,3
1480,3289,0,3,7,0,5
1481,3291,1,2,8,1,2
1482,3293,0,1,4,0,1
1483,3294,0,1,7,0,5
1484,3296,1,1,6,0,4
1485,3298,0,4,5,0,2
1486,3304,0,1,8,3,2
1487,3306,1,4,4,0,2
1488,3312,0,1,7,3,5
1489,3313,0,4,4,2,1
1490,3316,1,1,4,1,3
1491,3317,0,0,4,1,2
1492,3318,0,1,8,0,3
1493,3319,0,0,5,2,1
1494,3322,0,4,6,1,3
1495,3323,0,1,7,0,5
1496,3326,1,3,7,0,1
1497,3328,0,1,6,3,2
1498,3331,1,3,4,0,3
1499,3333,0,1,9,7,5
1500,3336,1,1,5,0,2
1501,3339,0,1,6,4,2
1502,3342,0,1,6,0,1
1503,3344,0,3,6,3,4
1504,3346,1,1,7,1,4
1505,3347,0,1,5,1,4
1506,3348,0,1,6,0,3
1507,3351,1,0,5,0,2
1508,3353,0,2,6,0,4
1509,3356,1,1,7,2,0
1510,3357,0,1,8,0,4
1511,3359,0,1,5,1,2
1512,3361,1,0,7,1,5
1513,3366,1,1,9,0,5
1514,3372,0,0,6,1,5
1515,3376,1,1,4,0,2
1516,3377,0,1,6,0,4
1517,3378,0,0,8,3,4
1518,3379,0,1,4,0,1
1519,3381,1,3,9,1,2
1520,3391,1,0,5,1,4
1521,3393,0,1,10,0,2
1522,3396,1,0,5,1,3
1523,3397,0,1,6,1,5
1524,3398,0,1,8,2,4
1525,3399,0,5,6,0,4
1526,3402,0,0,4,0,1
1527,3404,0,1,8,0,5
1528,3406,1,2,3,0,2
1529,3409,0,2,7,3,1
1530,3413,0,1,8,0,4
1531,3417,0,1,12,3,4
1532,3418,0,1,7,0,3
1533,3421,1,1,5,0,3
1534,3422,0,1,12,1,6
1535,3423,0,1,6,1,2
1536,3424,0,0,5,1,2
1537,3426,1,0,5,0,3
1538,3427,0,1,5,1,2
1539,3428,0,0,3,1,0
1540,3429,0,0,3,1,2
1541,3431,1,3,5,2,3
1542,3433,0,0,7,0,2
1543,3434,0,1,4,2,1
1544,3436,1,1,9,0,8
1545,3437,0,3,6,0,2
1546,3438,0,1,6,0,2
1547,3439,0,4,9,4,6
1548,3441,1,5,5,1,3
1549,3447,0,1,6,1,0
1550,3448,0,0,6,0,3
1551,3449,0,0,7,2,6
1552,3452,0,0,5,1,3
1553,3453,0,0,5,3,2
1554,3456,1,0,6,1,0
1555,3458,0,1,4,1,2
1556,3459,0,1,10,4,5
1557,3461,1,0,4,0,2
1558,3463,0,1,4,0,3
1559,3467,0,3,7,2,3
1560,3469,0,2,6,3,2
1561,3473,0,0,7,2,4
1562,3476,1,1,5,0,2
1563,3477,0,1,5,1,4
1564,3479,0,3,7,1,2
1565,3481,1,0,10,1,4
1566,3482,0,2,6,0,5
1567,3483,0,1,4,0,3
1568,3484,0,1,7,3,2
1569,3488,0,1,6,0,2
1570,3489,0,0,9,1,7
1571,3493,0,0,5,1,2
1572,3494,0,0,8,2,7
1573,3496,1,2,6,0,4
1574,3499,0,1,10,2,6
1575,3501,1,2,6,1,4
1576,3502,0,1,8,0,3
1577,3503,0,0,12,0,5
1578,3504,0,0,4,1,3
1579,3506,1,1,6,1,2
1580,3508,0,1,8,1,4
1581,3514,0,1,7,1,3
1582,3516,1,1,5,1,4
1583,3517,0,2,5,1,3
1584,3524,0,3,7,3,4
1585,3526,1,0,7,0,2
1586,3528,0,1,5,1,2
1587,3531,1,1,6,1,0
1588,3532,0,1,7,0,6
1589,3533,0,1,7,1,3
1590,3534,0,0,4,0,2
1591,3538,0,0,6,3,4
1592,3543,0,0,4,0,1
1593,3544,0,1,7,2,3
1594,3547,0,1,5,1,0
1595,3548,0,0,5,0,4
1596,3552,0,0,5,1,2
1597,3553,0,1,7,2,4
1598,3557,0,1,5,1,3
1599,3558,0,2,6,2,3
1600,3559,0,0,8,0,7
1601,3563,0,1,8,0,5
1602,3569,0,1,6,3,5
1603,3571,1,0,5,1,2
1604,3572,0,1,7,3,4
1605,3577,0,1,4,0,2
1606,3581,1,0,5,1,2
1607,3584,0,2,4,0,2
1608,3586,1,0,8,0,3
1609,3587,0,3,7,3,6
1610,3589,0,0,9,5,7
1611,3591,1,0,4,0,1
1612,3593,0,1,6,1,2
1613,3596,1,4,7,3,2
1614,3597,0,0,4,0,3
1615,3598,0,0,3,0,2
1616,3601,1,1,6,1,4
1617,3603,0,2,6,1,2
1618,3604,0,1,7,2,1
1619,3606,1,0,8,2,4
1620,3607,0,1,7,1,2
1621,3608,0,4,3,0,1
1622,3611,1,0,4,0,1
1623,3612,0,1,6,1,2
1624,3613,0,2,6,2,5
1625,3614,0,1,4,0,2
1626,3616,1,2,3,0,2
1627,3618,0,2,10,2,3
1628,3619,0,5,6,0,1
1629,3627,0,0,6,4,2
1630,3629,0,1,8,1,6
1631,3631,1,2,4,0,2
1632,3632,0,0,4,0,2
1633,3633,0,0,4,0,1
1634,3634,0,1,10,1,7
1635,3636,1,1,5,0,3
1636,3637,0,0,11,1,6
1637,3638,0,0,4,0,1
1638,3639,0,0,2,0,1
1639,3641,1,1,6,1,2
1640,3646,1,2,7,2,5
1641,3647,0,0,6,1,3
1642,3652,0,1,8,4,1
1643,3654,0,1,4,1,2
1644,3657,0,1,8,0,7
1645,3658,0,1,6,2,4
1646,3659,0,2,4,0,1
1647,3662,0,0,9,4,7
1648,3663,0,2,3,0,1
1649,3667,0,3,4,2,3
1650,3669,0,0,8,2,1
1651,3672,0,1,6,4,5
1652,3673,0,0,7,1,4
1653,3676,1,1,6,0,2
1654,3677,0,5,4,0,2
1655,3681,1,2,6,0,4
1656,3683,0,1,8,4,5
1657,3684,0,0,7,1,3
1658,3686,1,1,8,0,2
1659,3688,0,3,7,0,2
1660,3691,1,1,5,0,3
1661,3692,0,0,3,1,2
1662,3693,0,1,7,2,4
1663,3694,0,0,5,0,2
1664,3696,1,1,9,0,2
1665,3697,0,1,4,1,0
1666,3702,0,0,7,3,2
1667,3704,0,3,5,0,4
1668,3707,0,1,9,0,4
1669,3708,0,1,4,0,1
1670,3709,0,2,7,3,2
1671,3711,1,1,5,0,2
1672,3712,0,1,5,1,3
1673,3713,0,1,5,2,3
1674,3717,0,0,6,1,3
1675,3719,0,4,6,3,4
1676,3726,1,2,6,0,5
1677,3728,0,3,5,1,3
1678,3729,0,0,5,1,3
1679,3733,0,3,5,1,2
1680,3738,0,3,7,2,1
1681,3739,0,1,7,0,6
1682,3742,0,0,9,2,3
1683,3743,0,1,5,0,1
1684,3746,1,4,7,0,5
1685,3747,0,1,4,1,2
1686,3748,0,0,2,0,1
1687,3752,0,0,4,0,3
1688,3756,1,1,4,0,2
1689,3759,0,0,4,0,2
1690,3761,1,1,6,2,1
1691,3762,0,3,5,0,3
1692,3763,0,1,7,2,1
1693,3764,0,1,4,2,3
1694,3766,1,0,9,6,8
1695,3767,0,0,4,0,3
1696,3768,0,3,8,0,4
1697,3771,1,0,7,0,4
1698,3773,0,1,4,1,2
1699,3776,1,1,3,1,0
1700,3778,0,1,6,2,5
1701,3779,0,3,7,0,3
1702,3783,0,1,7,1,4
1703,3786,1,0,4,0,1
1704,3787,0,1,3,0,2
1705,3791,1,2,10,1,3
1706,3796,1,4,5,1,3
1707,3797,0,0,3,1,2
1708,3801,1,1,5,1,4
1709,3802,0,4,5,1,4
1710,3803,0,1,5,0,2
1711,3806,1,1,5,0,2
1712,3807,0,0,8,2,5
1713,3811,1,1,7,2,0
1714,3812,0,1,9,0,8
1715,3813,0,1,5,0,3
1716,3814,0,0,6,0,4
1717,3819,0,0,4,1,2
1718,3821,1,1,3,2,1
1719,3826,1,1,5,0,2
1720,3827,0,0,5,0,4
1721,3829,0,0,5,0,4
1722,3832,0,1,6,1,2
1723,3838,0,1,6,0,2
1724,3841,1,1,9,2,4
1725,3842,0,1,2,0,1
1726,3843,0,1,4,2,1
1727,3844,0,1,4,0,3
1728,3848,0,0,7,0,3
1729,3851,1,0,5,0,1
1730,3856,1,0,5,1,3
1731,3857,0,4,8,1,6
1732,3858,0,3,3,0,1
1733,3859,0,0,6,1,3
1734,3861,1,1,6,2,3
1735,3866,1,1,5,1,4
1736,3869,0,0,8,0,2
1737,3871,1,1,4,1,2
1738,3872,0,0,7,3,5
1739,3873,0,1,6,1,2
1740,3877,0,3,8,1,2
1741,3878,0,1,8,2,3
1742,3882,0,1,6,3,4
1743,3884,0,1,5,0,3
1744,3887,0,2,4,0,1
1745,3888,0,2,4,0,2
1746,3892,0,1,6,0,2
1747,3893,0,0,7,0,6
1748,3894,0,4,3,0,1
1749,3896,1,1,9,1,4
1750,3898,0,0,5,1,2
1751,3899,0,0,8,3,4
1752,3903,0,1,6,0,2
1753,3906,1,1,8,0,3
1754,3907,0,0,4,1,2
1755,3908,0,0,5,0,3
1756,3909,0,0,5,0,3
1757,3911,1,0,6,1,4
1758,3912,0,0,5,1,2
1759,3913,0,2,4,1,2
1760,3914,0,1,7,1,3
1761,3916,1,2,5,0,2
1762,3917,0,1,6,1,4
1763,3919,0,1,8,1,4
1764,3921,1,4,6,0,2
1765,3927,0,0,6,2,4
1766,3928,0,1,10,1,7
1767,3929,0,1,8,1,5
1768,3932,0,1,8,2,4
1769,3933,0,0,5,1,0
1770,3934,0,1,6,0,3
1771,3937,0,0,8,1,6
1772,3938,0,1,7,0,3
1773,3939,0,0,5,1,2
1774,3941,1,1,5,2,3
1775,3944,0,1,4,2,1
1776,3946,1,0,9,3,4
1777,3947,0,1,8,3,4
1778,3951,1,1,3,1,2
1779,3952,0,0,4,0,1
1780,3953,0,1,7,0,4
1781,3954,0,1,6,1,2
1782,3956,1,1,9,1,6
1783,3957,0,0,4,1,2
1784,3959,0,0,5,1,3
1785,3961,1,0,4,1,2
1786,3963,0,0,8,0,3
1787,3964,0,4,4,0,2
1788,3967,0,1,5,1,4
1789,3968,0,2,5,0,1
1790,3972,0,0,6,0,3
1791,3973,0,0,4,2,3
1792,3974,0,2,8,1,6
1793,3977,0,0,5,3,4
1794,3978,0,1,9,3,4
1795,3979,0,3,7,1,4
1796,3981,1,0,5,1,3
1797,3982,0,1,7,0,3
1798,3986,1,1,6,1,0
1799,3988,0,0,6,2,1
1800,3991,1,1,4,2,0
1801,3993,0,1,4,0,3
1802,3994,0,0,2,0,1
1803,3996,1,0,5,1,3
1804,3997,0,2,8,2,3
1805,4002,0,1,6,0,4
1806,4003,0,3,6,1,3
1807,4006,1,1,7,1,3
1808,4008,0,0,6,0,3
1809,4009,0,0,4,1,0
1810,4011,1,5,7,1,5
1811,4014,0,1,5,1,4
1812,4018,0,3,6,0,2
1813,4021,1,0,5,2,4
1814,4026,1,0,4,0,1
1815,4027,0,0,9,2,8
1816,4029,0,0,5,1,0
1817,4031,1,1,6,0,5
1818,4041,1,1,8,0,3
1819,4043,0,1,5,1,4
1820,4046,1,1,11,3,5
1821,4049,0,5,5,0,4
1822,4051,1,0,4,1,2
1823,4052,0,1,7,1,4
1824,4053,0,1,8,0,3
1825,4054,0,1,9,1,2
1826,4056,1,1,6,0,2
1827,4057,0,0,5,0,2
1828,4059,0,0,5,4,3
1829,4061,1,1,7,0,4
1830,4066,1,2,5,1,0
1831,4067,0,0,4,1,2
1832,4069,0,4,5,0,2
