production_row_index	source_uid	group_id	sample_class	process_or_mode	workflow_population	generator_weight_transport_class	optimized_fold_k5	auxiliary_qcd	physical_evaluation_eligible	coefficient_campaign	coefficient_source_tag	coefficient_join_status	run2_yield_coefficient_per_generator_weight	accounting_rows	resolved_rows	positive_generator_weight_rows	negative_generator_weight_rows	zero_generator_weight_rows	sum_generator_nominal_weight	sum_generator_nominal_weight_squared	generated_run2_yield	resolved_run2_yield	generated_run2_sumw2	resolved_run2_sumw2	generated_effective_events	resolved_effective_events	signed_resolved_fraction	absolute_weight_resolved_fraction	source_event_weight_closure	resolved_file_weight_closure	physical_weight_application_authorized	authorization_status
67	326a5afd73acd1973ad9efce::background::67::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083_bundle.tar.gz	326a5afd73acd1973ad9efce	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1083_seed1201083	hard_qcd_source_tag_exact_substring_match	1880293.9733510576	10000	135	10000	0	0	10000.04397892952	10000.08902313502	18803022426.826706	253839686.40239277	3.5355369003979988e+16	477293232539741.6	9999.998934926918	134.99999999999997	0.013499940628706257	0.013499940628706257	True	True	True	authorized_by_external_sidecar_for_run2_138fb
68	34b1e9d59bdb22c9ae6729b8::background::208::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806_bundle.tar.gz	34b1e9d59bdb22c9ae6729b8	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9806_seed1219806	hard_qcd_source_tag_exact_substring_match	713688.4407326546	10000	560	10000	0	0	10002.536150217056	10005.325204430563	7138694428.420418	399739319.2116009	5096224303570100.0	285347441529983.94	9999.747873471859	559.9893325378335	0.05599613812018165	0.05599613812018165	True	True	True	authorized_by_external_sidecar_for_run2_138fb
69	369607981cba9e3f933173ba::background::153::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826_bundle.tar.gz	369607981cba9e3f933173ba	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826	hard_qcd_source_tag_exact_substring_match	1875710.9483419184	10000	126	10000	0	0	10000.067230701447	10000.136721393665	18757235588.781948	236339579.4910817	3.518339664302303e+16	443304736777947.25	9999.997740492112	125.99999999999996	0.012599915289885692	0.012599915289885692	True	True	True	authorized_by_external_sidecar_for_run2_138fb
70	397083e42d53f7591ed40e84::background::141::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178_bundle.tar.gz	397083e42d53f7591ed40e84	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178	hard_qcd_source_tag_exact_substring_match	181892.8432350593	10000	3371	10000	0	0	10000.0	10000.0	1818928432.3505924	613160774.5453849	330850064201338.56	111529556642271.22	9999.999999999995	3371.0000000000005	0.3371000000000001	0.3371000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
71	3985a321950cc46302e7b4a2::background::184::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866_bundle.tar.gz	3985a321950cc46302e7b4a2	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	4	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1866_seed1241866	hard_qcd_source_tag_exact_substring_match	30971.01015505346	2855	1341	2855	0	0	2855.0	2855.0	88422233.99267763	41532124.61792669	2738525906919.7334	1286291853302.7537	2854.9999999999986	1340.9999999999995	0.4697022767075306	0.4697022767075306	True	True	True	authorized_by_external_sidecar_for_run2_138fb
72	3c218500a70136d42696cdbd::background::205::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9798_seed1209798_bundle.tar.gz	3c218500a70136d42696cdbd	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9798_seed1209798	hard_qcd_source_tag_exact_substring_match	1858968.3735362447	10000	129	10000	0	0	10000.054257273674	10000.109988882235	18589784597.918236	239806920.18617558	3.455801423363507e+16	445793480381230.94	9999.998525975701	128.99999999999997	0.01289993000849672	0.01289993000849672	True	True	True	authorized_by_external_sidecar_for_run2_138fb
73	3c9b389d779c1cd8f768600b::background::219::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin05_pthat500to700_shard9824_seed1259824_bundle.tar.gz	3c9b389d779c1cd8f768600b	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin05_pthat500to700_shard9824_seed1259824	hard_qcd_source_tag_exact_substring_match	2087.4201002430364	2527	1372	2527	0	0	2527.0	2527.0	5274910.593314152	2863940.377533446	11010954399.468882	5978246709.960943	2526.9999999999995	1372.0000000000007	0.5429362880886428	0.5429362880886428	True	True	True	authorized_by_external_sidecar_for_run2_138fb
74	3ce04d39eb1f03650a156ab1::background::182::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863_bundle.tar.gz	3ce04d39eb1f03650a156ab1	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	3	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin03_pthat200to300_shard1863_seed1231863	hard_qcd_source_tag_exact_substring_match	180943.73311182487	10000	3418	10000	0	0	10000.0	10000.0	1809437331.1182487	618465679.7762175	327406345524433.0	111907488900251.22	10000.000000000004	3418.000000000001	0.34180000000000005	0.34180000000000005	True	True	True	authorized_by_external_sidecar_for_run2_138fb
75	3d9f6517f0e585392bc55730::background::80::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100_bundle.tar.gz	3d9f6517f0e585392bc55730	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100	hard_qcd_source_tag_exact_substring_match	1882106.2277389967	10000	132	10000	0	0	10000.0537327528	10000.108656967544	18821163408.138638	248438022.06154758	3.5423623423107024e+16	467586748529196.75	9999.998808839715	132.00000000000006	0.01319992907314742	0.01319992907314742	True	True	True	authorized_by_external_sidecar_for_run2_138fb
76	3da88a15811d3039fa596d87::background::82::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102_bundle.tar.gz	3da88a15811d3039fa596d87	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	1	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1102_seed1201102	hard_qcd_source_tag_exact_substring_match	1872221.907378869	10000	145	10000	0	0	10000.0	10000.0	18722219073.78868	271472176.569936	3.5052148704693696e+16	508256156218058.75	9999.999999999993	144.99999999999994	0.014500000000000006	0.014500000000000006	True	True	True	authorized_by_external_sidecar_for_run2_138fb
77	3ece5afaee693d683e829846::background::85::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1106_seed1211106_bundle.tar.gz	3ece5afaee693d683e829846	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1106_seed1211106	hard_qcd_source_tag_exact_substring_match	704467.5919970948	10000	555	10000	0	0	10001.890828609467	10003.955460697634	7046007947.448336	390979513.55838764	4964708876370612.0	275432396436672.8	9999.82662262331	555.0	0.05548950788509659	0.05548950788509659	True	True	True	authorized_by_external_sidecar_for_run2_138fb
78	3faaceda80411cc24d45d24c::background::81::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101_bundle.tar.gz	3faaceda80411cc24d45d24c	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101	hard_qcd_source_tag_exact_substring_match	1880461.643505207	10000	130	10000	0	0	10000.016151070595	10000.032438755325	18804646806.52083	244460013.65567693	3.5361474634793304e+16	459697679050259.56	9999.999863412397	130.00000000000003	0.012999979003642137	0.012999979003642137	True	True	True	authorized_by_external_sidecar_for_run2_138fb
79	40c218a668fd9e2befeac9d4::background::51::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058_bundle.tar.gz	40c218a668fd9e2befeac9d4	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1058_seed1201058	hard_qcd_source_tag_exact_substring_match	1871681.50632346	10000	117	10000	0	0	10000.043192982674	10000.0878900266	18716895906.741474	218986736.2398448	3.503222450674085e+16	409873424350251.06	9999.998496138527	116.99999999999994	0.011699949464428549	0.011699949464428549	True	True	True	authorized_by_external_sidecar_for_run2_138fb
80	41afb3ef62ff0a95f27b7b11::background::90::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113_bundle.tar.gz	41afb3ef62ff0a95f27b7b11	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113	hard_qcd_source_tag_exact_substring_match	706035.6942924906	10000	582	10000	0	0	10001.674540042877	10003.522448278876	7061539227.966701	411051145.5294272	4986619908718203.0	290325442389619.25	9999.826973163128	581.9780824248412	0.058209850892209127	0.058209850892209127	True	True	True	authorized_by_external_sidecar_for_run2_138fb
81	41ffdcf26e0a406be3a3a34a::background::192::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776_bundle.tar.gz	41ffdcf26e0a406be3a3a34a	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9776_seed1209776	hard_qcd_source_tag_exact_substring_match	1894967.6856186804	10000	139	10000	0	0	10000.103139281273	10000.211037114028	18949872301.79193	263400508.3009966	3.5909783109096764e+16	499135451605923.6	9999.995242612686	138.99999999999997	0.01389985663787766	0.01389985663787766	True	True	True	authorized_by_external_sidecar_for_run2_138fb
82	426a61c13fb8814690689d5e::background::120::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149_bundle.tar.gz	426a61c13fb8814690689d5e	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149	hard_qcd_source_tag_exact_substring_match	701189.3876771062	10000	587	10000	0	0	10001.13288629055	10002.371414609199	7012688244.615442	411598170.5664613	4917831519167002.0	288608269188514.1	9999.89451133078	587.0	0.058693350710763315	0.058693350710763315	True	True	True	authorized_by_external_sidecar_for_run2_138fb
83	470da0a2b752a837467fce78::background::63::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075_bundle.tar.gz	470da0a2b752a837467fce78	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1075_seed1201075	hard_qcd_source_tag_exact_substring_match	1872372.106073724	10000	152	10000	0	0	10000.044947743416	10000.090905273715	18723805219.638237	284600560.1232061	3.50580917296749e+16	532878150147648.9	9999.998990424318	152.00000000000003	0.015199931679737098	0.015199931679737098	True	True	True	authorized_by_external_sidecar_for_run2_138fb
84	482e13bb945af35911ca709c::background::47::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052_bundle.tar.gz	482e13bb945af35911ca709c	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	4	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1052_seed1201052	hard_qcd_source_tag_exact_substring_match	1862927.454545072	10000	139	10000	0	0	10000.040284514427	10000.081640105616	18629349592.578644	258946916.18176502	3.4705270340858292e+16	482399319424791.6	9999.99892909427	139.0	0.013899944004750519	0.013899944004750519	True	True	True	authorized_by_external_sidecar_for_run2_138fb
85	4882f035b3e6e255725894b5::background::147::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820_bundle.tar.gz	4882f035b3e6e255725894b5	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820	hard_qcd_source_tag_exact_substring_match	1883503.9704597625	10000	144	10000	0	0	10000.042859315872	10000.086474192678	18835120430.289246	271224571.7462058	3.5476178842116556e+16	510852557770227.44	9999.999244629294	143.99999999999997	0.014399938282849656	0.014399938282849656	True	True	True	authorized_by_external_sidecar_for_run2_138fb
86	48cdfcb72bf85bd30fb3d338::background::155::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828_bundle.tar.gz	48cdfcb72bf85bd30fb3d338	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	2	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828	hard_qcd_source_tag_exact_substring_match	1863195.5036752385	10000	136	10000	0	0	10000.036067008972	10000.073046203303	18632022236.64133	253394588.49983242	3.4715228428867304e+16	472123657948525.06	9999.999087951384	136.0	0.01359995094904471	0.01359995094904471	True	True	True	authorized_by_external_sidecar_for_run2_138fb
87	49065a145a9da5b3c4c63196::background::158::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834_bundle.tar.gz	49065a145a9da5b3c4c63196	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	hard_qcd_source_tag_exact_substring_match	1877529.8185664832	10000	125	10000	0	0	10000.06652188301	10000.13521842826	18775423082.48377	234691227.3208104	3.5251658857008e+16	440639777450786.5	9999.997825809673	124.99999999999999	0.01249991684819938	0.01249991684819938	True	True	True	authorized_by_external_sidecar_for_run2_138fb
88	492d76164620425fd4a38568::background::55::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063_bundle.tar.gz	492d76164620425fd4a38568	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1063_seed1201063	hard_qcd_source_tag_exact_substring_match	1890208.281021352	10000	107	10000	0	0	10000.016235232353	10000.032734047476	18902113498.184166	202252286.06928468	3.5728990411480944e+16	382298945983661.3	9999.999736444459	107.00000000000001	0.010699982628329581	0.010699982628329581	True	True	True	authorized_by_external_sidecar_for_run2_138fb
89	49a2638e63d98ff43df450c1::background::207::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801_bundle.tar.gz	49a2638e63d98ff43df450c1	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin00_pthat50to75_shard9801_seed1209801	hard_qcd_source_tag_exact_substring_match	1874346.2446657445	10000	117	10000	0	0	10000.083720445633	10000.170165279753	18743619367.760323	219298510.6258921	3.513233626913592e+16	411041339852431.6	9999.997276358778	117.00000000000003	0.011699902047898666	0.011699902047898666	True	True	True	authorized_by_external_sidecar_for_run2_138fb
90	4b23df1afb18cd2abd379780::background::175::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855_bundle.tar.gz	4b23df1afb18cd2abd379780	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin01_pthat75to100_shard1855_seed1211855	hard_qcd_source_tag_exact_substring_match	701780.0692089889	10000	640	10000	0	0	10001.66247856617	10003.464621482772	7018967386.413114	449199258.87249696	4926658965066883.0	315284672185978.0	9999.860660308992	639.9929713442458	0.06399791224874891	0.06399791224874891	True	True	True	authorized_by_external_sidecar_for_run2_138fb
91	4cb37ad30a944e05dde81444::background::114::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143_bundle.tar.gz	4cb37ad30a944e05dde81444	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143	hard_qcd_source_tag_exact_substring_match	704887.9154240625	10000	570	10000	0	0	10000.084040522575	10000.174326262146	7048938393.389395	401786111.7917156	4968756350071043.0	283214174787201.8	9999.993755598147	569.9999999999999	0.056999520973047085	0.056999520973047085	True	True	True	authorized_by_external_sidecar_for_run2_138fb
92	4d0d6d647ec04b0075933ba3::background::75::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094_bundle.tar.gz	4d0d6d647ec04b0075933ba3	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1094_seed1201094	hard_qcd_source_tag_exact_substring_match	1864038.8789567088	10000	116	10000	0	0	10000.0	10000.0	18640388789.56709	216228509.9589782	3.4746409422621844e+16	403058349302413.4	10000.0	115.99999999999996	0.0116	0.0116	True	True	True	authorized_by_external_sidecar_for_run2_138fb
93	4fa0b8f81b9772eb078d3c0b::background::102::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129_bundle.tar.gz	4fa0b8f81b9772eb078d3c0b	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	True	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1129_seed1211129	hard_qcd_source_tag_exact_substring_match	706324.7134604118	10000	546	10000	0	0	10000.0	10000.0	7063247134.604117	385653293.54938483	4988946008449327.0	272396452061333.25	10000.0	546.0000000000001	0.0546	0.0546	True	True	True	authorized_by_external_sidecar_for_run2_138fb
94	5044a6e1019c07aac38c4f37::background::209::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717/qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808_bundle.tar.gz	5044a6e1019c07aac38c4f37	background	qcd_hardqcd	primary_physical_background	qcd_variable_frozen_fragment	3	False	True	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717	qcd_hardqcd_importance_adaptive500k_phys_wave2_20260717_bin01_pthat75to100_shard9808_seed1219808	hard_qcd_source_tag_exact_substring_match	705146.0808903193	10000	520	10000	0	0	10001.427867650986	10002.992008249465	7052467664.181317	366751714.29606235	4973797673189877.0	258669899924604.38	9999.863971632916	519.9940927734763	0.05200331738616154	0.05200331738616154	True	True	True	authorized_by_external_sidecar_for_run2_138fb
95	506a4a33bb3114c64f3d002d::background::183::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865_bundle.tar.gz	506a4a33bb3114c64f3d002d	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	2	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin04_pthat300to500_shard1865_seed1241865	hard_qcd_source_tag_exact_substring_match	31177.27704271981	10000	4509	10000	0	0	10000.0	10000.0	311772770.4271982	140578342.18562362	9720226037985.037	4382849920527.453	10000.000000000005	4508.999999999999	0.45089999999999986	0.45089999999999986	True	True	True	authorized_by_external_sidecar_for_run2_138fb
96	50c17982fbf2dcc3aa3dcac3::background::188::bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871_bundle.tar.gz	50c17982fbf2dcc3aa3dcac3	background	qcd_hardqcd	primary_physical_background	qcd_uniform_constant	1	False	True	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin07_pthat1000toInf_shard1871_seed1271871	hard_qcd_source_tag_exact_substring_match	40.8005619453932	10000	6067	10000	0	0	10000.0	10000.0	408005.619453932	247537.0093227006	16646858.550598674	10099649.082648214	10000.000000000002	6067.000000000005	0.6067000000000001	0.6067000000000001	True	True	True	authorized_by_external_sidecar_for_run2_138fb
