target_index	source_tag	transport_class	fragment_path	fragment_sha256s_sha256	complete_marker_sha256	sidecar_or_uniform_sha256
48	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110	8c7d7b56d885a76d68c94e1df10e114469d2a6e83af2a634aafc3cbb1f04cac7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
49	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113	62a06a23d8402ff0e08c41a22349c1b1a5084cbc45d4f7f6d3d9993b58d438b4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
50	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114	a9a77ae4e333fa3fbefb6cc302aa4b1103b456d7a2a7df4b9212a6b924cc309e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
51	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115	84b478ea99ac221ec66542c520852dd4f09aeaadb66c3f0402b50959ad72dfe3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
52	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	0f5cc7e7c298006ab7a592e3f2610508e445370fc014625f2801971de73c1dd1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
53	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117	b4bcc852fc2a68499bcdbeb74987aca8d060b9cca505b2f6e7d2501536712b85	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
54	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121	8df13a7acf0bca73ebad51a7aa0a4938af4fa561803a4a4a493a7631412d8d03	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
55	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	02575dcd560ad88115f5550f729547fd26bfa2e98947a36fe378fbfaf24059a2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
56	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123	3fe626f9075a2d17840439a170556e4ef68b890cb6facf0024e8b015500f8008	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
57	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125	6b5cba3ecf8882690571f6924ccf42b0b38d48a6991a066ac4662b475ac463b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
58	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126	f33eede9edb50a25b5100be79229db443468f54cc192fddf2a667fd35878d057	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
59	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127	7f04acc318b65ab3fe69793ba00644ae1c4013260809b2c17bdd5be4c844725e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
60	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131	e9315733cb40ed4580a06bf4c40dd827d8b9430bed4256359b20b9494583868d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
61	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133	28173fdd31f2e7b037687f0e2a387b363c4fca5f677a1123cbaef5aeb45a03b3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
62	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1134_seed1211134	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1134_seed1211134	95119475b1c284fb0d9609a393fd992793a57e834d5c080aa2935d4d67b349ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
63	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135	1371f1eed41b65cda0a3f3d8f8e95f64571e8dfb8734e5166a25b7752c2e3111	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
64	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136	bf0e1b3412716e1456658d4e3499f5d4c6f8fb501fbb47fb46904f2fd43e399d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
65	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137	2df007ee4cf114870e2c48832b40f0c7d1e433b17b9802e7e562f759f6b89801	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
66	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139	9f655438248ecd9621563b10ebb328b91b99e4e14db5af8022b0f674ed88d02d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
67	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	6fd033c71283018f8a21d136d4993f92705dc17cb412f09d8fd15f065434732a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
68	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141	69610b3805fb797072352e421e34fa1f588c4c9428b9273f2b4fd4a40536ac11	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
69	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142	3e59b0c617d7540a2226c1cad857e4bd959372d3ecf9b81eaae09d1a923d9f85	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
70	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143	854059387207a94abaa3589897a39071c327c8f57d84c348c73021c323a1dd21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
71	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144	76e83925521f5e61f2d54ccd6928f144910addbca92ac311c8ab7d8d8491a983	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
72	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1145_seed1211145	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1145_seed1211145	f260d2441c371a3ecb7807357f543332e2894db59cbd804d6b400e5961f9189c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
73	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146	78e62541dd31f8c7104dffb2582a716634458365750e1e1ccc15687c0fb4240b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
74	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147	d1f29d27710557bad496173e367096ef195118e8a9052d2d3f5b6e185bb4d371	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
75	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148	15181ffba3a535c81f58c8c8c2b4383c5cf2aaaae0defb6da042a6c6deb62e7e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
76	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149	49c2f8585352892620eae605f9fc70c582f5ed02218521abe7b3cfc3372df7d4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
77	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	f2e6af430d78e6ae7ab309c2e0ea7adc4353b5263086cab4c9606c732acb1677	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
78	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820	2a5bcaa42fc96f15194f4aa0b95d36328d81fb6954a989182c8d760492e53f21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
79	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821	f1ac64456c500b2357c01210adfac65b7f169cbee22753dd120d82d1fba14c97	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
80	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822	d86e71f9a77ee5af54411ebc615cf5a17c7d33ecc8fa08992cb7d659a713acd9	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
81	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	ad7d81b81948c42ae73d2cbb13fe05782185d5766c1663ce2009e41b8c3a06d7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
82	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825	e927dd3c099065b7a6d1ddc553bef1da7d702290ff340ce5db416cb00c54a358	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
83	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826	2603d4d0fc1f29fc3b13d2bc4f1c6777cc48cd1bda9ba0d54fbbc174f065f4b1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
84	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828	502ee2f3554865705fd139ad60a4f7e1097eb8eb38cf1a746ad6eb12ea91fb66	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
85	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	93d32648135e25216c36eac3cb6a5b22117d71474dae879e44483d22f9051627	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
86	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832	3f0b280086bdd275fca7c6ca387f0db5abe73bb4c59866857900b495e9dbe0a6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
87	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	1be63ecd32fc990296c7d0fca4902b1d1ef4cf20c225cc3c5df6542bcf6bcdd4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
88	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	5ac12f0395b57999996c084b26838bc43ce55b19b42cac9df05859668bf9ca7e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
89	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836	3e652ab8d62c195d8025fb12017083b52e240ba22ca76c28b2ad7d31a4e8a5e6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
90	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837	05a9a6143ed80947f1232473a6f7cab0191395fb65351465328e41444925304f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
91	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	68c4d1b8cd749fdbebdb329ae95973b579d4332368c0b9636313f8465d9c5418	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
92	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839	19924939090b344ccea62b6981455014eb09c1163a84cdf3b7bbc835d6d67def	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
93	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	923a58511343930be3d34ff6bf05721b6350a1f2c79b14b4192f9b248af60a28	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
94	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	variable	/uscms/home/iturkmen/pn_c4i_qcd_train_generator_weight_transport_scaleout_20260729_v1/fragments/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	cf0a0ae4d3cdedd29f84fc2b770c8ee9bc78226b0bd70406a2e75026638c26d3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	a487619a0e3fb2a3f281567aac3a0ffe2dfd1c0a739f81a9f459ca6074819f03
