target_index	source_tag	campaign	transport_class	generated_events	candidate_rows	candidate_sha256	source_bundle_sha256	source_bundle_sha256_origin	fragment_sha256s_sha256	fragment_complete_marker_sha256	root_tree	root_weight_branch	root_weight_storage_dtype	n_events_closure	sum_event_weights_closure	sum_squared_event_weights_closure	min_event_weight_closure	max_event_weight_closure	candidate_event_join_column	candidate_event_join_pass	sidecar_rows	source_bundle_sha256_frozen_during_transport	validation_payload_files_opened	evaluation_payload_files_opened	physical_luminosity_weights_calculated	physical_yields_calculated	transport_complete
39	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1097_seed1201097	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	c09d26027e39d2a864b0ad7cc93a208efcdfa230a796e0bfe18836d699feabcd	pn_c4f_exact_bundle_checksum	367b395e10ac2260a08e9f40356259bac0217f17ee2f8f8789a56f675978d9df	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
40	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1098_seed1201098	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	77e516372b3f66c9f5c679f6be9c5c53c7a767e073f6828a2d60193c1ac27922	pn_c4f_exact_bundle_checksum	9d78e4ae1ace4a8b7be330d854ce052b2d634040652b5e4e945ae2a4f2311796	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
41	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1099_seed1201099	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	3a28c23c63369762c872eaea98a0d36533da7e7492a7b9502ebf4912bde933b4	pn_c4f_exact_bundle_checksum	ffdfd6df36f4b72a5a95d412c2d768722560122ba969b68a9be2833a6a9fe7ed	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
42	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1100_seed1201100	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	41685414885ad355cdde9754fe71d212d8a2416c08e55d5a4ed555144b96455a	pn_c4f_exact_bundle_checksum	105a1cfa71bdaf6f0347207f521d5497712c4c3784d30764908c32d8fb69b353	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
43	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1101_seed1201101	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	59d7c8a1d6efca363fc5529d155a6e7ebb20cfdf697b16690ec04238eb0c0f0d	pn_c4f_exact_bundle_checksum	38d13f82877131ebc20b8e0bc5d32a1b144539544c23a7528fd71570cef3d300	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
44	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1106_seed1211106	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	5ba0b60bea7089ea4cbcbfc4225596ebe79a0d1a35b6eff4e42d0890ebec4fc4	pn_c4f_exact_bundle_checksum	61ef3cde25f16b015e87b577a4c5203d2975483d24857c02a3741a3e57ea47f2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
45	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1107_seed1211107	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	4282f0a56241cf7424adda1757e4a7d1681238c1ecc621e11be9e19e2711a569	pn_c4f_exact_bundle_checksum	8ae552aca95b0c0630a8e2952d1060a903eb8cbfa9ce3a57f22000fd4beb8b48	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
46	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1108_seed1211108	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	1d0a88959574b9331a9341b48f10ad74d5e7e0c69477cc3cb1005e561c7c6dda	pn_c4f_exact_bundle_checksum	97218f65eefcc40241965cd8534bed6d7910d871e40f28fe966803914169e9a6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
47	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1109_seed1211109	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	00d8b00c8c5f37dacf27efc4a631cdd557a5ef7137f1d82d767d884292f617fc	pn_c4f_exact_bundle_checksum	3b2ce83eb2125c35cd5271c4d87db25ff53ed50df6a014d658baa5b3245b22da	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
48	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1110_seed1211110	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	2157296571a83e67a623617d5527fa1566b9c92fef882e95164fb2e3b9ace4d7	pn_c4f_exact_bundle_checksum	8c7d7b56d885a76d68c94e1df10e114469d2a6e83af2a634aafc3cbb1f04cac7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
49	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1113_seed1211113	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	7740bb74f2a0d4730964506712558e97eef10c9ac034ef8f807c49485cb93061	pn_c4f_exact_bundle_checksum	62a06a23d8402ff0e08c41a22349c1b1a5084cbc45d4f7f6d3d9993b58d438b4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
50	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1114_seed1211114	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	979d9d6ddc0f2f0296142696b3fb148f0d7540519d4df18c91cf0d8cfc87327c	pn_c4f_exact_bundle_checksum	a9a77ae4e333fa3fbefb6cc302aa4b1103b456d7a2a7df4b9212a6b924cc309e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
51	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1115_seed1211115	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	eed6705059916e5f2e700271553cc1c9de011d328316b2929f6c7cc3c5984c4f	pn_c4f_exact_bundle_checksum	84b478ea99ac221ec66542c520852dd4f09aeaadb66c3f0402b50959ad72dfe3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
52	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1116_seed1211116	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	78d2fd4efd43859cf043c6c6448b875be9ce6811ff8caf13c23f14fd97069b24	pn_c4f_exact_bundle_checksum	0f5cc7e7c298006ab7a592e3f2610508e445370fc014625f2801971de73c1dd1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
53	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1117_seed1211117	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	c7242e5e3225452397b6653310e0d6664142549ab601a0f303a68abba3247d78	pn_c4f_exact_bundle_checksum	b4bcc852fc2a68499bcdbeb74987aca8d060b9cca505b2f6e7d2501536712b85	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
54	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1121_seed1211121	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	b0d413e7f4cf3a646f3c9f6eb322bd854be869715bc849b196b3b22059e2a49b	pn_c4f_exact_bundle_checksum	8df13a7acf0bca73ebad51a7aa0a4938af4fa561803a4a4a493a7631412d8d03	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
55	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1122_seed1211122	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	0d1c9712011606e862ad93a49e0f44fb3bd2926f0900b1471f43f84f149d375d	pn_c4f_exact_bundle_checksum	02575dcd560ad88115f5550f729547fd26bfa2e98947a36fe378fbfaf24059a2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
56	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1123_seed1211123	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	3df10f0004bb9f0d4ecf905084e30918755ba63083dfc607348be3e509cb4072	pn_c4f_exact_bundle_checksum	3fe626f9075a2d17840439a170556e4ef68b890cb6facf0024e8b015500f8008	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
57	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1125_seed1211125	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	627510f306ea607c4596897d63ae356316c0ee9e1bc28fe6985372c48b95dc0a	pn_c4f_exact_bundle_checksum	6b5cba3ecf8882690571f6924ccf42b0b38d48a6991a066ac4662b475ac463b5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
58	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1126_seed1211126	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	da48d90c1890a0ca40c1adf2aadbd2f5c7bb9d700a6b0599043f0522a6094d52	pn_c4f_exact_bundle_checksum	f33eede9edb50a25b5100be79229db443468f54cc192fddf2a667fd35878d057	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
59	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1127_seed1211127	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	573c3563f195e4d24cdbee1067eb49a65c9c5964f1f91bbf3db2accc92f4f661	pn_c4f_exact_bundle_checksum	7f04acc318b65ab3fe69793ba00644ae1c4013260809b2c17bdd5be4c844725e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
60	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1131_seed1211131	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	aca426745a69c3e7f97af095d6395f785c01ff59e8150ce8d486859a3dfaa818	pn_c4f_exact_bundle_checksum	e9315733cb40ed4580a06bf4c40dd827d8b9430bed4256359b20b9494583868d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
61	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1133_seed1211133	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	b6862d0357fac67276688f91cd822913f3b830ae2f0b0a67ed4247c995e14dfb	pn_c4f_exact_bundle_checksum	28173fdd31f2e7b037687f0e2a387b363c4fca5f677a1123cbaef5aeb45a03b3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
62	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1134_seed1211134	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	43e50aa0d938907e2ca62d0f31db3faca75db14df8064c042674ec7168094f4a	pn_c4f_exact_bundle_checksum	95119475b1c284fb0d9609a393fd992793a57e834d5c080aa2935d4d67b349ab	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
63	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1135_seed1211135	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	b951425b27b96107e254a28a4497d7adac140c5df8a2d2f7a6238229947cbd81	pn_c4f_exact_bundle_checksum	1371f1eed41b65cda0a3f3d8f8e95f64571e8dfb8734e5166a25b7752c2e3111	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
64	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1136_seed1211136	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	60ada0ab1f09a067e51dfc94469b1d23cbc226612d4d64c075a1e52299934b1b	pn_c4f_exact_bundle_checksum	bf0e1b3412716e1456658d4e3499f5d4c6f8fb501fbb47fb46904f2fd43e399d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
65	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1137_seed1211137	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	b85470e8a561972e2b75013ae65649412116c418c327c83a1df3d2b200f72262	pn_c4f_exact_bundle_checksum	2df007ee4cf114870e2c48832b40f0c7d1e433b17b9802e7e562f759f6b89801	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
66	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1139_seed1211139	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	331becfbb798cfead01f6fa7f5b6698d4733b85f18d26920c8a6a11e31d69962	pn_c4f_exact_bundle_checksum	9f655438248ecd9621563b10ebb328b91b99e4e14db5af8022b0f674ed88d02d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
67	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1140_seed1211140	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	e22a3eaf59c01b04aa1866604317a2ccc9342201f6e75b7c046fd71d14690ee0	pn_c4f_exact_bundle_checksum	6fd033c71283018f8a21d136d4993f92705dc17cb412f09d8fd15f065434732a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
68	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1141_seed1211141	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	6fd20f3032154c097da4d571269215d255ef7964cba16f9f4ecb2894ad2d2218	pn_c4f_exact_bundle_checksum	69610b3805fb797072352e421e34fa1f588c4c9428b9273f2b4fd4a40536ac11	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
69	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1142_seed1211142	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	8bd3ecfeac4b43f7657d119e7107d69bd5a37581db930f860b57ff6d835d2e90	pn_c4f_exact_bundle_checksum	3e59b0c617d7540a2226c1cad857e4bd959372d3ecf9b81eaae09d1a923d9f85	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
70	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1143_seed1211143	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	dee2ccdbc07a6a98eceabed29f3a398ec8d666cd1c486363b9e8b95c2013bdd4	pn_c4f_exact_bundle_checksum	854059387207a94abaa3589897a39071c327c8f57d84c348c73021c323a1dd21	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
71	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1144_seed1211144	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	1d3d3fbc56928a9ef6b891795a0dca670cbead39845f2b7488df388636be74f2	pn_c4f_exact_bundle_checksum	76e83925521f5e61f2d54ccd6928f144910addbca92ac311c8ab7d8d8491a983	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
72	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1145_seed1211145	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	023bcec6140670d30ddfd1075b77d6aa15fd41e2a7feadc6dcfdd524065903ae	pn_c4f_exact_bundle_checksum	f260d2441c371a3ecb7807357f543332e2894db59cbd804d6b400e5961f9189c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
73	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1146_seed1211146	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	b7636f4ddd4f258daf5bcaedd1d3191e59e5e80475bd8ef05f046d3ca55693da	pn_c4f_exact_bundle_checksum	78e62541dd31f8c7104dffb2582a716634458365750e1e1ccc15687c0fb4240b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
74	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1147_seed1211147	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	d8242407e95d6c158051fe13e412cfcd78526eba4ce28d9c5e2c553e22d669c0	pn_c4f_exact_bundle_checksum	d1f29d27710557bad496173e367096ef195118e8a9052d2d3f5b6e185bb4d371	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
75	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1148_seed1211148	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	7c40ed6e510ee48ec288798c499f6f0f7cab0355616a6ba32e5b69e4fc786772	pn_c4f_exact_bundle_checksum	15181ffba3a535c81f58c8c8c2b4383c5cf2aaaae0defb6da042a6c6deb62e7e	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
76	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin01_pthat75to100_shard1149_seed1211149	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	1490ff9099a8ad3b03fb55db3ad477380eb89085cf2037f600476f5ed94bbd1a	pn_c4f_exact_bundle_checksum	49c2f8585352892620eae605f9fc70c582f5ed02218521abe7b3cfc3372df7d4	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	False	0	0	0	0	True
77	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1819_seed1201819	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	variable	10000	0	a895d60c3634d5e3b0d305fbd8a89c1adb2d7eb2a79f698bc0eff08f3be0ef20	247a0d2aa2d3ef2044063396817c9f5b1006592d6d410e3900a93530d46c5937	pn_c4i_first_transport_checksum_freeze	f2e6af430d78e6ae7ab309c2e0ea7adc4353b5263086cab4c9606c732acb1677	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	Delphes;1	Event/Event.Weight	<f4	True	True	True	True	True	not_required_zero_candidate_rows	True	0	True	0	0	0	0	True
