sample_class	process_or_mode	campaign	field	blocking_for_physical_weight	required_next_action
background	wzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_pilots_20260720_retry1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_proven111_20260720_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
background	zbbbb	unified_background_5m_wavea_zbbbb_remaining15_20260721_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	standard_configuration	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	beam_energy	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	process_definition	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	pythia_configuration	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	generator_cross_section_provenance	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	standard_configuration	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	beam_energy	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	process_definition	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	pythia_configuration	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	generator_cross_section_provenance	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	decay_and_branching_fraction_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	filter_efficiency_convention	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	normalization_denominator	True	freeze an explicit reviewed convention or recover missing provenance
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	external_reference_cross_section	True	freeze an explicit reviewed convention or recover missing provenance
