sample_class	process_or_mode	campaign	command_kind	command	source_archive_path	source_member_name	source_line	status
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = p	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	generate	generate p p > t~ j $$ w+ w-	background/tchannel_antitop/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	import_model	import model sm-no_b_mass	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define l+ = e+ mu+	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define l- = e- mu-	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define vl = ve vm vt	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define j = p	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_pilot50k_20260722_v1	generate	generate p p > t j $$ w+ w-	background/tchannel_top/unified_background_5m_single_top_pilot50k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	import_model	import model sm-no_b_mass	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define l+ = e+ mu+	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define l- = e- mu-	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl = ve vm vt	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define vl~ = ve~ vm~ vt~	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = 21 2 4 1 3 -2 -4 -1 -3 5 -5 # pass to 5 flavors	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = p	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	46	source_aware_proc_card_command
background	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	generate	generate p p > t j $$ w+ w-	background/tchannel_top/unified_background_5m_single_top_scaleout280k_20260722_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	47	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	import_model	import model sm	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define p = g u c d s u~ c~ d~ s~	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define j = g u c d s u~ c~ d~ s~	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define l+ = e+ mu+	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define l- = e- mu-	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define vl = ve vm vt	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define vl~ = ve~ vm~ vt~	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_pilots_20260720_retry1	generate	generate p p > t t~	background/ttbar_inclusive/unified_background_5m_wavea_pilots_20260720_retry1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	import_model	import model sm	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define p = g u c d s u~ c~ d~ s~	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define j = g u c d s u~ c~ d~ s~	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define l+ = e+ mu+	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define l- = e- mu-	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define vl = ve vm vt	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define vl~ = ve~ vm~ vt~	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	definition	define p = g u c d s b u~ c~ d~ s~ b~	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	generate	generate p p > t t~	background/ttbar_inclusive/unified_background_5m_wavea_proven111_20260720_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	import_model	import model sm	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l+ = e+ mu+	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l- = e- mu-	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl = ve vm vt	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generate	generate p p > t t~ h, h > b b~	background/tth_hbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	import_model	import model sm	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l+ = e+ mu+	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l- = e- mu-	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl = ve vm vt	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tth_hbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	generate	generate p p > t t~ h, h > b b~	background/tth_hbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	import_model	import model sm	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l+ = e+ mu+	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l- = e- mu-	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl = ve vm vt	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generate	generate p p > t t~ t t~	background/tttt/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	import_model	import model sm	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l+ = e+ mu+	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define l- = e- mu-	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl = ve vm vt	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	tttt	unified_background_5m_waveb_priority_scale400k_20260721_v1	generate	generate p p > t t~ t t~	background/tttt/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	import_model	import model sm	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define l+ = e+ mu+	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define l- = e- mu-	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define vl = ve vm vt	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	generate	generate p p > t t~ w+	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_pilot40k_20260721_v1	add_process	add process p p > t t~ w-	background/ttw/unified_background_5m_wavec1_pilot40k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	import_model	import model sm	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define p = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define j = g u c d s u~ c~ d~ s~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define l+ = e+ mu+	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define l- = e- mu-	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define vl = ve vm vt	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	definition	define vl~ = ve~ vm~ vt~	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	generate	generate p p > t t~ w+	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	44	source_aware_proc_card_command
background	ttw	unified_background_5m_wavec1_scaleout180k_20260721_v2	add_process	add process p p > t t~ w-	background/ttw/unified_background_5m_wavec1_scaleout180k_20260721_v2/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	45	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	import_model	import model sm	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define p = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	37	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define j = g u c d s u~ c~ d~ s~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	38	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l+ = e+ mu+	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	39	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define l- = e- mu-	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	40	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl = ve vm vt	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	41	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	definition	define vl~ = ve~ vm~ vt~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	42	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_pilots10k_20260721_v1	generate	generate p p > t t~ z, z > b b~	background/ttz_zbb/unified_background_5m_waveb_priority_pilots10k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	43	source_aware_proc_card_command
background	ttz_zbb	unified_background_5m_waveb_priority_scale400k_20260721_v1	import_model	import model sm	background/ttz_zbb/unified_background_5m_waveb_priority_scale400k_20260721_v1/cards/proc_card_mg5.dat	./cards/proc_card_mg5.dat	36	source_aware_proc_card_command
