ordinal	sample_class	process_or_mode	campaign	source_tag	remote_bundle_path	bin_index	pthat_min_GeV	pthat_max_GeV	shard_id	seed	n_events	sigma_gen_pb	event_weight_convention	sum_event_weights	sum_squared_event_weights	min_event_weight	max_event_weight	weights_uniform_positive	per_event_generator_weight_transport_required	source_bundle_size_bytes	source_bundle_sha256	small_provenance_members_opened	identity_pass	exact_metadata_recovered	normalization_denominator_authorized	status
141	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1174_seed1221174	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1174_seed1221174_bundle.tar.gz	2	100	200	1174	1221174	10000	1249804.3737736957	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1727333035	86e14322cc9947b13d97dacca5c0369b5ef33ec9a6f84c96d7f007b3379d72eb	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
142	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1175_seed1221175	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1175_seed1221175_bundle.tar.gz	2	100	200	1175	1221175	10000	1239373.464357902	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1741672735	cf86287a29a078ce1b9ca967788ff1d1fd005d01a9c7d3f93760e15c8befb866	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
143	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1176_seed1221176	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1176_seed1221176_bundle.tar.gz	2	100	200	1176	1221176	10000	1248440.5570197648	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1716886333	a6d7e927eb9a2180d79249b5ae9360de283a2f4ef87a6dd966de208838e5ec12	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
144	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1177_seed1221177	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin02_pthat100to200_shard1177_seed1221177_bundle.tar.gz	2	100	200	1177	1221177	10000	1256329.3884336003	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1724955191	9ff01a8ee4ae0787ba95493037581d0ea2b65c0f1d966dcfe590e3f985017529	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
145	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin03_pthat200to300_shard1178_seed1231178_bundle.tar.gz	3	200	300	1178	1231178	10000	51503.35398123148	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1844699941	19e4fd0ee41f51e287080cef9f2fa8bb2288b6a03b470c677b3a60a904740dd1	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
146	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin04_pthat300to500_shard1179_seed1241179	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin04_pthat300to500_shard1179_seed1241179_bundle.tar.gz	4	300	500	1179	1241179	10000	8055.266765907336	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1924157939	082ae15017708931b5a26a749f1a273288d22f6362d2545efb7756e594fefd07	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
147	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin05_pthat500to700_shard1180_seed1251180	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin05_pthat500to700_shard1180_seed1251180_bundle.tar.gz	5	500	700	1180	1251180	10000	537.985769876084	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1980837632	9b167f3f5a82be26b0e6c3dac24b5c37f7a8509b6d14ed293fa884cd813cd8f5	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
148	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin06_pthat700to1000_shard1181_seed1261181_bundle.tar.gz	6	700	1000	1181	1261181	10000	84.7202072445232	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	2005554766	e279a8b23da5cd2318d84b64630a0a7a34ab1029785c5659fbae80c5c1fa21cc	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
149	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin07_pthat1000toInf_shard1182_seed1271182_bundle.tar.gz	7	1000	Inf	1182	1271182	10000	10.44165330285757	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1993652908	cc38858b0c0227df196e64bc015b98d33ce844a4fb116c49c816b7c446493577	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
150	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1820_seed1201820_bundle.tar.gz	0	50	75	1820	1201820	10000	18294293.149753	pythia_info_weight_normalized_to_sigma_gen	10000.042859280302	10000.08647412226	1	1.0225702989062828	False	True	1593922957	012f2e708e26ee20f8165c02bbabf0e1f7d0ed34a417d5b0fc3a720db1acfe37	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
151	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1821_seed1201821_bundle.tar.gz	0	50	75	1821	1201821	10000	18068885.902467642	pythia_info_weight_normalized_to_sigma_gen	10000.059737797761	10000.120876634188	1	1.0317870147010655	False	True	1608588730	8690530b76a9098be05b1b35710624cfd3644619f9ed5b08ccdb44e43014a69c	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
152	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1822_seed1201822_bundle.tar.gz	0	50	75	1822	1201822	10000	18250020.91702347	pythia_info_weight_normalized_to_sigma_gen	10000.012458895202	10000.024972304129	1	1.0053825698443712	False	True	1608667167	b32921a5b8b07f28913fa9e314232b05445648dd58167284876daf03c82afc65	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
153	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1823_seed1201823_bundle.tar.gz	0	50	75	1823	1201823	10000	18174509.566495486	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1594883000	494b6763f1906996c4b93e5ccbc4efc65ad434e96cc6b24224f2e9123a277fc9	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
154	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1824_seed1201824_bundle.tar.gz	0	50	75	1824	1201824	10000	18127342.79833394	pythia_info_weight_normalized_to_sigma_gen	10000.075858629194	10000.153566247309	1	1.0297554790102346	False	True	1601783417	536eff24766b993808a31f34d6c31fb97895518838c1b920cf33d87fbdf49117	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
155	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1825_seed1201825_bundle.tar.gz	0	50	75	1825	1201825	10000	18337520.026177138	pythia_info_weight_normalized_to_sigma_gen	10000.048740343736	10000.098232909111	1	1.0226785927337232	False	True	1602526240	3dcc875bbd35d10e85d6b7fcd8811bcdb716548686de83915edaeae7405a0c93	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
156	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1826_seed1201826_bundle.tar.gz	0	50	75	1826	1201826	10000	18218644.675609104	pythia_info_weight_normalized_to_sigma_gen	10000.067230712168	10000.136721415834	1	1.0336752338547397	False	True	1608847704	0e0195439b9c8f094385ee9243c6c516646d89dc81327d71d21b1a12462f0f61	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
157	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1827_seed1201827	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1827_seed1201827_bundle.tar.gz	0	50	75	1827	1201827	10000	18173156.16711674	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1610592555	0398bf125b5d18dd99bdb767c1f95b1a1084cf029a6d0deafd4057a43ca56f31	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
158	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1828_seed1201828_bundle.tar.gz	0	50	75	1828	1201828	10000	18097026.6706097	pythia_info_weight_normalized_to_sigma_gen	10000.03606701028	10000.073046204823	1	1.029473995677334	False	True	1623802624	5aff2387a9563a6a6b69aa832e8a9b3279232f1d30261c0ee65625418354ae27	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
159	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1829_seed1201829	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1829_seed1201829_bundle.tar.gz	0	50	75	1829	1201829	10000	18409001.775847707	pythia_info_weight_normalized_to_sigma_gen	10000.035909619643	10000.072750483401	1	1.0299233879617864	False	True	1609317840	fbb812999c997e699dd867944ba3c789c80a62ca18f4fb25c84331ce950bb55f	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
160	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1830_seed1201830_bundle.tar.gz	0	50	75	1830	1201830	10000	18158496.247255463	pythia_info_weight_normalized_to_sigma_gen	10000.007589255081	10000.015236106958	1	1.0075892550824401	False	True	1619679312	bfac5bd6ca5d3491373d547c62e827d716c223e106131f8cb7d526b938489439	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
161	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1831_seed1201831	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1831_seed1201831_bundle.tar.gz	0	50	75	1831	1201831	10000	18220062.64457687	pythia_info_weight_normalized_to_sigma_gen	10000.004911419452	10000.009846960946	1	1.0049114194521382	False	True	1607718622	7ccff9998325fc8a399b4892bf00edcbe510adc8e9179c8166024bf4a67405b7	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
162	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1832_seed1201832_bundle.tar.gz	0	50	75	1832	1201832	10000	18319196.403767217	pythia_info_weight_normalized_to_sigma_gen	10000.106659989278	10000.217720319051	1	1.0519139913480315	False	True	1611575648	607acf9d458016fc8122605c3f3bf3e3b82cb612c516ad82e44d4f92506a2e70	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
163	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1833_seed1201833	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1833_seed1201833_bundle.tar.gz	0	50	75	1833	1201833	10000	18311675.85112602	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1605327752	a1e255cbd788e441a855dfd00106b42528905acaa062fe8d9a000015fe1c67bb	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
164	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1834_seed1201834_bundle.tar.gz	0	50	75	1834	1201834	10000	18236309.937600248	pythia_info_weight_normalized_to_sigma_gen	10000.066521765453	10000.135218187019	1	1.0422237583187528	False	True	1614488809	67673ff2dfcda29bcdfa6e72d66a84f2781e77186237fe31204c5053a1ba690f	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
165	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1835_seed1201835_bundle.tar.gz	0	50	75	1835	1201835	10000	18153821.90979662	pythia_info_weight_normalized_to_sigma_gen	10000.100028793624	10000.203886005373	1	1.0559861772898151	False	True	1610200590	915ba14efadafaec1ac19a8c5ec0bb3603e9d6ca024ba77b698597b4c170a3a0	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
166	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1836_seed1201836_bundle.tar.gz	0	50	75	1836	1201836	10000	18141742.8901667	pythia_info_weight_normalized_to_sigma_gen	10000.028613489467	10000.057531821692	1	1.0139055565270099	False	True	1613401471	2ea3b4dea1a5ab136b9aa8008dac922e653a08496f475919bbd80fa3afea4553	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
167	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1837_seed1201837_bundle.tar.gz	0	50	75	1837	1201837	10000	18128978.93521667	pythia_info_weight_normalized_to_sigma_gen	10000.113704613355	10000.232524500494	1	1.0584600347578084	False	True	1597284096	e5102a3a3964d93de880487b337ec677d7a0574404a5d43a58754399c996ec78	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
168	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1838_seed1201838_bundle.tar.gz	0	50	75	1838	1201838	10000	18310204.69082651	pythia_info_weight_normalized_to_sigma_gen	10000.00278710108	10000.005581970094	1	1.002787101080436	False	True	1599817547	950be8d01eb213854bb4615f42cb5bc0627fb34327ef6a75a271667bc1eae6b3	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
169	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1839_seed1201839_bundle.tar.gz	0	50	75	1839	1201839	10000	18185280.576031785	pythia_info_weight_normalized_to_sigma_gen	10000.048421231277	10000.097978675034	1	1.0300052783809557	False	True	1617466531	739ba01e4e72dfb48ba372254620792cb60e3842c13d98c74f4d3e620807e7a6	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
170	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1840_seed1201840_bundle.tar.gz	0	50	75	1840	1201840	10000	18153537.70690813	pythia_info_weight_normalized_to_sigma_gen	10000.023531736506	10000.047287696374	1	1.0121521557188924	False	True	1601389165	fab3cbb3179a08d74e10505669fe0378575d2525f5f1a882b545bb65ccc31847	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
171	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1841_seed1201841	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1841_seed1201841_bundle.tar.gz	0	50	75	1841	1201841	10000	18240613.715383187	pythia_info_weight_normalized_to_sigma_gen	10000.002442676543	10000.004891319755	1	1.0024426765434336	False	True	1610744205	9f591e720e743a8a20823f1f6cb3555a084e106064a39ea719285e69c3affbf6	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
172	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1842_seed1201842	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1842_seed1201842_bundle.tar.gz	0	50	75	1842	1201842	10000	18230021.120707437	pythia_info_weight_normalized_to_sigma_gen	10000.02167554724	10000.043810543566	1	1.021433395694159	False	True	1597884425	4ab8af1a8b349e3e7697ddaee935233cd17c293119e4802c1f2ea884fae1d118	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
173	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1843_seed1201843_bundle.tar.gz	0	50	75	1843	1201843	10000	18214194.384856686	pythia_info_weight_normalized_to_sigma_gen	10000.007683176467	10000.01541418133	1	1.0068675422292757	False	True	1590960929	c125e565cb1164a855c4633f8aea3af59997b057d127abc82fbdea93dfd0761b	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
174	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1844_seed1201844_bundle.tar.gz	0	50	75	1844	1201844	10000	18086462.32874059	pythia_info_weight_normalized_to_sigma_gen	10000.087871796608	10000.177329910264	1	1.027029685096176	False	True	1602429644	934e35054b1929673a5067ea2c63e240a2bc093559078ae5359a05b293266bc5	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
175	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1845_seed1201845_bundle.tar.gz	0	50	75	1845	1201845	10000	18309631.63981879	pythia_info_weight_normalized_to_sigma_gen	10000	10000	1	1	True	False	1616941581	fca9b912c9f30ece267dc42e7e1a889b4fa1a7aa880b24907e824a4350f5d86a	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
176	background	qcd_hardqcd	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022	qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022/qcd_hardqcd_importance_adaptive500k_phys_20260717_0022_bin00_pthat50to75_shard1846_seed1201846_bundle.tar.gz	0	50	75	1846	1201846	10000	18089402.229582023	pythia_info_weight_normalized_to_sigma_gen	10000.12224657754	10000.24875150392	1	1.0480142799669108	False	True	1612371325	ff95533fa6161124db8d8dae7302fff11ba34e39230332a89383ecd3d6efca8d	7	True	True	False	qcd_exact_small_bundle_provenance_recovered
